unique_id,ds,cutoff,TFT_0,TFT_1,TFT_2,TFT_3,TFT_4,TFT_5,TFT_6,TFT_7,TFT_8,TFT_9,TFT_10,TFT_11,TFT_12,TFT_13,TFT_14,NBEATS_0,NBEATS_1,NBEATS_2,NBEATS_3,NBEATS_4,NBEATS_5,NBEATS_6,NBEATS_7,NBEATS_8,NBEATS_9,NBEATS_10,NBEATS_11,NBEATS_12,NBEATS_13,NBEATS_14,TiDE_0,TiDE_1,TiDE_2,TiDE_3,TiDE_4,TiDE_5,TiDE_6,TiDE_7,TiDE_8,TiDE_9,TiDE_10,TiDE_11,TiDE_12,TiDE_13,TiDE_14,NLinear_0,NLinear_1,NLinear_2,NLinear_3,NLinear_4,NLinear_5,NLinear_6,NLinear_7,NLinear_8,NLinear_9,NLinear_10,NLinear_11,NLinear_12,NLinear_13,NLinear_14,KAN_0,KAN_1,KAN_2,KAN_3,KAN_4,KAN_5,KAN_6,KAN_7,KAN_8,KAN_9,KAN_10,KAN_11,KAN_12,KAN_13,KAN_14,MLP_0,MLP_1,MLP_2,MLP_3,MLP_4,MLP_5,MLP_6,MLP_7,MLP_8,MLP_9,MLP_10,MLP_11,MLP_12,MLP_13,MLP_14,DLinear_0,DLinear_1,DLinear_2,DLinear_3,DLinear_4,DLinear_5,DLinear_6,DLinear_7,DLinear_8,DLinear_9,DLinear_10,DLinear_11,DLinear_12,DLinear_13,DLinear_14,NHITS_0,NHITS_1,NHITS_2,NHITS_3,NHITS_4,NHITS_5,NHITS_6,NHITS_7,NHITS_8,NHITS_9,NHITS_10,NHITS_11,NHITS_12,NHITS_13,NHITS_14,DeepNPTS_0,DeepNPTS_1,DeepNPTS_2,DeepNPTS_3,DeepNPTS_4,DeepNPTS_5,DeepNPTS_6,DeepNPTS_7,DeepNPTS_8,DeepNPTS_9,DeepNPTS_10,DeepNPTS_11,DeepNPTS_12,DeepNPTS_13,DeepNPTS_14,PatchTST_0,PatchTST_1,PatchTST_2,PatchTST_3,PatchTST_4,PatchTST_5,PatchTST_6,PatchTST_7,PatchTST_8,PatchTST_9,PatchTST_10,PatchTST_11,PatchTST_12,PatchTST_13,PatchTST_14,y,SeasonalNaive,fold
T000083_fold0_x24,1987-09-30,1987-03-31,22407.26,22641.684,23520.135,23039.385,23199.139,22147.762,22837.783,23565.082,23361.14,22720.984,21649.232,15.854436,22381.604,22650.824,13393.177,22963.0,23633.59,23126.74,23226.797,29709760.0,21592.506,22782.78,23088.793,22941.523,-1636055.8,27449.615,22599.367,23222.973,199524.22,31870.678,14984.221,20395.883,22322.494,21422.133,2160100.5,-2830153.2,20429.84,22299.219,23060.44,19628.572,-1178397.9,4585.5137,23040.05,-104545704.0,21966.38,19189.062,19409.701,18269.775,17550.426,19129.334,20914.898,19907.438,19943.521,19787.477,21261.266,19059.855,15916.519,18759.412,19633.748,19822.71,23804.916,22782.195,23934.736,23097.146,22536.61,24463.8,22470.604,24161.87,22371.578,22703.518,20913.264,22332.354,22849.941,24478.207,20614.758,23018.834,23157.902,23106.117,23137.186,22886.766,22153.229,23118.006,23602.244,23315.9,22782.604,23299.13,22543.523,22943.533,22497.951,21465.748,24293.084,21773.225,25127.977,24557.74,22234.025,23789.74,21739.861,23203.37,23784.469,21156.86,22497.273,-890.1041,23603.484,21890.803,21089.62,23396.854,22218.92,23210.723,22762.096,-6100.6523,17359.104,23058.787,23322.684,23501.412,532194.7,94268540.0,21178.234,23740.158,19187.809,169601.47,22973.92,22252.67,22077.05,21484.617,17783.9,17783.9,22279.121,22632.857,22920.676,17783.9,17783.9,21973.344,21857.053,17783.9,19282.096,16547.576,22888.049,17531.217,19974.293,27953.854,27912.078,22946.03,15147.829,22372.088,22854.531,17854.7,1.809323,22371.28,-142990.84,5303.587,23803.4,22776.7,0
T000085_fold0_x25,1984-02-29,1984-01-31,1629.5985,1626.9097,1723.0332,1651.9677,1637.3436,1630.2228,1626.5676,1682.8162,1659.5758,1605.1427,1702.6498,15.855995,1629.2124,1630.605,1602.6624,1633.155,1633.092,1635.0886,1642.1097,23999.111,1593.766,1645.5287,1619.0,1641.4106,-617.35486,1600.05,1636.414,1618.0154,26547.033,3735.052,2336.9485,1526.1875,1594.4155,1644.1575,-136992.92,-264680.75,1531.4713,1650.5398,1721.6434,1589.3613,-439894.72,-216.04839,1648.3914,7454273.0,1573.5817,1563.2638,1735.4968,1733.7611,1752.6655,1647.643,1600.5929,1731.0692,1714.3033,1769.2223,1615.6914,1629.047,1781.9213,1645.1759,1663.1422,1638.3883,1773.5194,1634.2416,1701.9073,1637.3955,1639.7579,1624.6897,1661.2158,1967.6409,1683.0414,1636.8873,1648.7205,1677.2191,1635.6769,1667.6355,1449.8494,1618.3774,1599.377,1634.8274,1619.2864,1596.8257,1623.4552,1636.1628,1626.7118,1635.0431,1580.9778,1637.7443,1646.1691,1629.0308,1643.2311,1412.5637,1632.7855,1687.6843,1627.6582,1609.7452,1619.957,1542.868,1684.0839,1546.379,1588.2487,1607.2421,1637.9324,-865.78235,1661.6646,1570.5928,1524.3108,1626.8844,1647.8687,1632.5363,1652.4279,-19789.92,1749.4968,1628.044,1629.7188,1611.6941,37733.953,9540365.0,1644.3281,1651.6726,1713.293,11707.948,1616.2125,1623.6825,1517.8162,1512.3137,1626.19,1626.19,1622.8672,1611.3896,1607.8553,1626.19,1626.19,1570.7004,1567.6106,1626.19,1624.1929,1670.12,1606.3527,1648.7966,1633.1528,1199.2994,1699.2264,1604.2814,1859.227,1635.7766,1603.5157,1656.5094,0.79855716,1629.5239,1783.7262,1159.8936,1507.91,1699.33,0
T000085_fold0_x25,1984-03-31,1984-01-31,1642.0563,1630.4127,1699.5771,1639.2981,1647.6805,1645.3752,1618.4213,1554.8579,1654.5614,1612.8046,1713.0659,15.854939,1631.6654,1637.7764,1648.1299,1630.691,1633.942,1614.4673,1607.2793,14357.882,1765.6562,1636.2732,1606.7521,1623.5592,-278.09753,1630.2059,1642.6917,1621.5946,-26794.338,6327.693,2138.7815,1617.1979,1628.8337,1670.207,100829.97,-169438.83,1615.7598,1588.9248,1722.9286,1616.0275,-1335927.8,-471.27158,1638.3044,-5794722.5,1682.0535,1617.0242,1658.3103,1634.2004,1654.2124,1707.5424,1578.1835,1656.6407,1760.9086,1757.2408,1626.2465,1624.5244,1608.9824,1657.1399,1748.6409,1617.2736,1717.958,1624.903,1723.149,1599.8402,1578.8584,1558.4014,1607.3132,1794.5278,1694.2936,1640.7742,1684.643,1599.4119,1634.3213,1697.8713,1443.4954,1601.9464,1601.04,1614.3276,1617.1273,1638.8848,1630.7009,1635.5682,1640.2668,1620.5775,1584.6411,1647.7018,1649.2285,1624.7723,1652.1982,1410.8058,1522.4604,1665.231,1650.1477,1644.2611,1611.1771,1653.5242,1669.6506,1706.6499,1632.5187,1619.6101,1652.3932,1544.4904,1702.672,1640.5948,1609.1343,1615.0471,1628.7711,1611.4419,1618.7095,-19765.672,1683.0449,1630.6287,1652.2172,1621.6655,15344.922,9540357.0,1652.8187,1648.6422,1705.2294,11708.06,1616.5955,1622.872,1578.3102,1581.7319,1626.19,1626.19,1624.28,1609.2505,1600.2054,1626.19,1626.19,1564.8436,1579.6001,1626.19,1632.1467,1691.0416,1607.3973,1630.3673,1654.834,865.9726,1803.104,1604.8152,1866.8728,1646.7231,1600.1012,1811.7278,0.8728349,1643.517,1796.0978,1158.708,1542.47,1581.8,0
T000085_fold0_x25,1984-04-30,1984-01-31,1647.9695,1628.9,1723.002,1657.1694,1650.4635,1652.2988,1616.8473,1509.1522,1694.2097,1623.9858,1709.4004,15.854653,1632.7283,1639.0366,1649.129,1638.4447,1636.4418,1630.7052,1633.9481,30675.377,1633.3398,1641.2986,1608.6738,1639.7252,-260.23816,1626.3453,1625.425,1632.7356,-14888.458,8467.605,4475.974,1588.595,1669.5404,1685.3391,-76308.37,102036.42,1590.7034,1655.5582,1695.773,1595.0903,-365104.0,954.58624,1593.7661,-1733746.4,1692.2976,1695.2638,1637.6626,1641.5552,1600.0719,1676.6653,1740.435,1638.4382,1575.3547,1727.3656,1590.7418,1679.86,1748.4669,1620.5687,1676.0709,1575.0432,1483.2911,1616.7185,1720.576,1627.4658,1642.115,1582.198,1568.7749,1804.4868,1722.6914,1607.507,1730.8362,1612.2106,1608.6364,1953.2988,1410.5608,1594.9379,1596.6785,1622.8865,1629.3085,1604.2305,1632.739,1591.6434,1649.256,1650.7639,1593.5045,1653.103,1666.536,1624.2253,1649.1105,1702.7551,1608.2117,1583.8153,1588.0161,1518.5898,1607.0498,1641.1178,1586.2244,1673.1643,1695.3511,1603.3079,1642.0045,1651.5504,1561.981,1599.1974,1748.6215,1632.236,1613.6744,1640.6631,1636.6035,-19770.771,1748.4946,1622.895,1676.5927,1653.8267,4971.046,9540531.0,1610.739,1644.3054,1672.6395,11707.993,1616.4054,1625.759,1522.7953,1543.573,1626.19,1626.19,1625.6271,1611.4814,1596.6335,1626.19,1626.19,1568.0902,1564.8097,1626.19,1617.578,1680.2474,1607.0725,1607.4739,1644.8608,1914.4552,1684.3286,1606.373,1750.8906,1651.7745,1603.6713,1504.8163,0.576448,1628.1246,1664.7034,1165.4221,1405.81,1499.2,0
T000085_fold0_x25,1984-05-31,1984-01-31,1667.0747,1626.8241,1823.5511,1684.2415,1650.8901,1653.2267,1617.9722,1611.4637,1733.3252,1627.3916,1709.9113,15.854631,1633.7808,1637.5192,1649.3405,1657.5922,1639.9489,1644.5774,1644.6709,5019.59,1717.5326,1661.5919,1630.447,1654.098,-554.5377,1618.8031,1672.9384,1647.519,3236.5476,10155.917,2550.3477,1451.5957,1578.8866,1659.7009,121802.664,94601.94,1455.1556,1616.586,1719.51,1494.4471,-449594.03,-53.503098,1620.2129,4177623.8,1663.9933,1733.1174,1503.1407,1537.4893,1473.221,1618.4294,1666.8761,1507.0022,1543.2421,1609.6046,1553.8839,1591.8322,1537.847,1684.7766,1643.4368,1671.3375,1620.1698,1674.4064,1782.657,1668.7805,1638.4481,1642.5919,1650.5142,2067.44,1798.1809,1600.6879,1838.6426,1638.7267,1628.2737,1856.7576,1404.4894,1611.027,1608.8881,1683.2623,1648.018,1625.9425,1631.0461,1592.5948,1655.5837,1661.4905,1591.4409,1659.7428,1678.699,1641.2782,1666.7317,1541.5149,1562.9434,1659.3182,1499.8027,1434.0376,1602.3333,1625.9547,1664.3185,1756.5344,1675.8575,1582.2552,1639.0671,-3.2297544,1542.8788,1635.8562,1586.6694,1634.3657,1650.7461,1667.7274,1673.231,-20193.479,1708.263,1646.3331,1689.5271,1668.0818,19537.23,9540453.0,1642.6733,1643.3358,1761.5872,11707.571,1628.9082,1625.132,1574.0933,1591.3917,1626.19,1626.19,1622.8259,1618.4603,1601.6053,1626.19,1626.19,1575.9111,1571.4806,1626.19,1600.1991,1663.9662,1615.3878,1658.161,1640.0043,1043.6064,1696.3545,1613.9137,1737.9127,1647.6355,1618.2981,1782.1476,0.79306,1634.4819,1813.8425,1169.9385,1399.31,1206.61,0
T000085_fold0_x25,1984-06-30,1984-01-31,1663.3964,1624.4783,1876.9425,1680.117,1651.2814,1653.5957,1622.7311,1634.8544,1717.5571,1627.7323,1710.3262,15.854675,1634.9939,1637.2479,1649.3602,1663.5726,1638.4968,1628.9701,1636.83,13220.864,1822.3688,1647.6532,1610.9031,1645.1432,-1589.9991,1607.2325,1639.0559,1658.6039,2688.1714,11393.306,2395.5488,1635.0308,1650.4592,1719.8264,-219900.08,-48607.363,1637.4181,1777.6182,1736.5979,1647.6777,170211.1,-717.9108,1659.7994,3746453.0,1601.1764,1597.6859,1692.5146,1717.9979,1787.3362,1744.1371,1721.0969,1691.328,1716.109,1797.7793,1658.6515,1750.4822,1686.9441,1584.1897,1771.8229,1567.913,1793.5948,1694.1217,1755.1808,1663.6608,1646.3937,1551.5247,1653.426,1871.2452,1758.7432,1583.0593,1720.4806,1594.9656,1636.9535,1988.6085,1378.5061,1609.4084,1625.9943,1613.233,1659.3579,1577.2485,1632.4927,1639.8228,1655.5934,1655.4828,1596.5217,1656.6038,1629.2267,1661.4105,1663.6355,1068.4623,1559.0387,1621.7976,1764.9984,1773.6848,1597.7296,1720.9084,1625.7332,1597.442,1534.9187,1657.1259,1666.2942,-1158.7103,1595.9808,1614.9686,1711.1315,1607.2347,1634.7152,1635.6829,1638.0521,-19919.121,1744.4313,1622.0975,1688.6643,1623.8693,13169.1455,9540233.0,1614.081,1641.7051,1751.7411,11706.794,1625.0099,1624.2408,1567.8655,1579.3628,1626.19,1626.19,1624.2037,1607.0321,1595.4722,1626.19,1626.19,1553.3435,1601.016,1626.19,1590.2448,1663.0063,1617.2026,1657.012,1655.0754,1192.7764,1778.3142,1614.1776,1852.7833,1644.3282,1611.4111,1677.9075,0.7507759,1636.1649,1864.1672,1164.9857,1582.75,1400.17,0
T000085_fold0_x25,1984-07-31,1984-01-31,1607.5795,1624.1448,1785.0493,1616.0016,1653.5344,1656.0923,1628.6426,1632.3075,1596.8899,1626.4912,1712.8414,15.854736,1636.7745,1633.086,1649.3602,1577.9521,1617.14,1576.0966,1615.7124,21309.777,1542.5491,1577.2141,1549.9572,1590.9199,-2885.6035,1620.8644,1625.4276,1617.2972,19870.984,12173.867,754.0874,1687.5304,1647.9705,1660.7648,79882.57,-76103.07,1689.8293,1734.7395,1680.6821,1715.3298,-34242.35,371.5591,1700.1407,-11098898.0,1594.8031,1634.3575,1671.8739,1641.1183,1600.7285,1721.8682,1673.817,1662.4081,1612.2417,1716.4976,1656.5968,1762.9641,1699.4823,1692.4138,1731.7355,1556.5416,1845.8008,1641.1125,1726.4207,1633.6594,1665.6786,1496.2885,1612.0273,1909.7825,1736.775,1599.3258,1661.851,1600.3395,1638.7006,1749.4479,1490.3859,1586.0236,1606.4346,1621.2314,1595.1548,1596.5001,1649.941,1683.7332,1609.326,1609.0238,1591.179,1661.511,1667.2377,1607.6112,1641.9307,1577.9644,1680.0199,1608.906,1709.6626,1654.3335,1638.4039,1764.3557,1608.5984,1696.258,1561.8102,1705.0852,1792.8297,-134.44583,1735.9302,1721.5487,1462.3177,1549.9922,1614.8707,1554.7451,1573.8651,-19977.438,1733.2837,1586.8723,1617.3169,1580.5531,1760.5297,9540091.0,1570.1646,1631.8165,1770.2775,11707.669,1621.3947,1626.6451,1588.5579,1605.3842,1626.19,1626.19,1628.8544,1606.1962,1581.966,1626.19,1626.19,1561.2554,1581.7789,1626.19,1608.4586,1527.4181,1618.9149,1570.1532,1604.6952,2247.7317,1676.2161,1615.3314,1683.8556,1552.663,1615.5114,1592.6729,1.1039134,1578.9895,1459.8815,1165.5836,1298.34,1408.01,0
T000089_fold0_x26,1984-10-31,1984-09-30,2988.4854,2973.336,2828.0422,3014.767,3089.2456,2940.2693,2983.3992,2969.9998,3063.086,3017.3665,2924.6711,15.855853,2981.136,2962.4575,2917.8857,2962.697,2969.3723,3004.3047,2969.3884,-11395.762,2888.7263,2989.2087,2918.5007,2981.0637,-1712.1982,2791.899,2938.0366,3004.8335,8370.479,5620.6353,4110.8438,2987.931,2942.0784,3006.1387,-256472.86,-158869.45,2992.5369,2959.875,3017.6624,2900.4834,-658754.06,-150.48961,2987.155,13413497.0,2969.7166,2921.8928,2942.7927,2995.4724,3013.813,2995.641,3052.506,2934.5305,2956.4966,3129.844,2989.0535,2924.9011,2833.8652,2966.7007,2829.7605,2924.1697,2948.2583,3027.6914,3060.1562,3004.26,2975.3635,2995.4097,2912.8596,2883.4883,3054.5679,2897.196,2942.3591,3149.0298,2992.9607,3017.4927,2704.2793,2964.7253,3029.5925,3043.1047,3023.0793,3040.3118,2910.569,2999.2559,3004.9907,3041.075,3047.3245,3089.7207,3011.5166,3049.9773,3063.9207,2665.7195,3159.663,3249.8347,2982.6243,2957.297,3025.9724,2968.9792,3245.41,2926.4434,3111.3953,3057.0264,3060.815,-1709.7129,3239.278,2911.8567,2824.0693,2966.7952,2970.1162,3034.513,2996.098,-1768.5125,3036.2212,2963.8745,3023.9734,3045.256,80345.45,8699251.0,2969.4944,2949.7986,2890.524,22736.354,2966.0215,2913.2004,2986.7556,2988.1255,2907.0,2907.0,2921.3582,3040.8022,3021.842,2907.0,2907.0,3003.7446,2995.1514,2907.0,2922.9336,2957.2708,3120.3813,2933.365,2904.4912,2798.7432,2990.255,3119.0066,3141.1887,2915.8337,3108.6133,2970.1948,0.89090097,2905.3318,3119.2188,1590.8077,3170.0,4519.0,0
T000089_fold0_x26,1984-11-30,1984-09-30,3020.4375,2992.9993,2942.826,3039.3406,3101.0815,2981.93,2983.597,3076.618,3113.5618,3057.0352,2961.8882,15.854794,2989.6772,2974.1875,2847.21,3028.0598,2993.5334,3074.4287,3026.6704,47184.53,3127.0408,3018.8833,2975.8508,3026.2292,-551.0205,69814.125,2967.0513,3042.7307,14931.334,9669.897,3372.2124,3072.459,2988.1487,3034.6174,157130.55,-162616.84,3070.2734,3014.2085,3078.9292,2998.116,-2007104.9,-760.16327,3011.977,-13524486.0,3170.6487,2813.4033,2933.6714,2892.6904,2840.536,2945.4365,2875.3918,2926.9556,2954.97,2965.1433,3058.9282,2888.7212,2985.2559,2890.3145,2856.0007,2949.3032,3153.3772,3022.255,3084.9102,3057.462,3008.0718,3109.0667,2939.0837,3025.811,3102.5503,2983.6643,2976.0615,3149.9717,3056.369,3063.225,2691.98,3055.8442,3035.6965,3045.3887,3096.537,3050.9539,2952.5503,3026.0425,3007.2905,3053.5315,3059.614,3101.1204,3052.3923,3089.588,3079.2322,2663.4087,3014.628,3103.259,3222.3496,3211.793,3046.356,3093.3884,3104.106,3306.2363,3158.0686,3052.9023,3066.4158,3150.141,3327.4802,3115.0188,2919.6543,3026.6794,2979.3826,3065.136,3063.8623,-1740.7542,2896.609,2990.6099,3048.4265,3030.311,30538.92,8699242.0,3002.948,2958.8262,2912.6577,22736.463,2996.0789,2923.119,2992.3486,2991.0955,2907.0,2907.0,2928.768,3035.4539,3032.8174,2907.0,2907.0,2995.3364,3007.36,2907.0,3012.924,2981.2217,3124.607,2926.229,2947.6775,1876.3452,3109.185,3121.5889,3156.1694,2928.6921,3098.6445,3097.5454,0.9713212,2913.799,3053.4495,1589.1074,2546.0,3987.0,0
T000089_fold0_x26,1984-12-31,1984-09-30,3049.8975,3022.026,3008.1816,3080.0894,3104.268,3013.5125,3015.3027,3143.951,3159.1685,3058.7688,2963.543,15.85451,3000.8845,2997.2969,2785.1436,3044.8374,3043.9805,3098.976,3066.8567,-6028.881,3110.096,3026.8303,2991.0337,3098.7717,-644.6013,-48733.605,2968.9382,3087.6218,-18768.68,12740.118,6998.3145,2992.2876,3074.026,3083.5117,-111287.945,223675.03,2994.9395,2909.7634,3047.1433,2939.571,-539536.1,1699.225,3027.0498,-2114863.5,3180.857,2894.9229,2894.6638,2767.2188,2718.7815,2957.679,3059.1277,2887.9272,2917.6296,2953.1636,3030.5583,2931.2754,3019.0793,3113.1948,2851.924,3026.0303,3216.1165,3067.9426,3129.5864,3056.6787,2983.1423,3007.0068,3011.5999,3216.5288,3060.6848,2995.0232,2960.727,3087.098,3037.6072,3100.0127,2645.021,3058.7405,3085.286,3062.6016,3101.4194,3064.3804,2963.001,3033.5076,3025.6475,3085.787,3089.3484,3107.3037,3115.7952,3099.921,3069.6997,3205.9006,3131.5571,3060.3264,3123.1206,3044.51,2966.3044,3018.7437,3059.285,3000.9124,3062.82,3054.1501,3015.355,2925.9978,3108.795,2928.6008,3384.5603,3068.0137,2988.4028,3092.549,3095.1326,-1746.5916,3004.1704,2994.0764,3134.9185,3091.1294,2820.1313,8699441.0,2951.7083,2963.0735,2908.9104,22736.396,2999.0625,2915.4675,2989.7505,2999.0046,2907.0,2907.0,2930.854,3042.0881,3029.7192,2907.0,2907.0,3021.1663,2991.5535,2907.0,2925.3433,2968.9126,3123.662,2901.702,2942.0415,3044.0017,2971.1426,3126.679,3032.9653,2932.6787,3110.5037,2600.5942,0.6383568,2913.2935,2913.798,1598.4443,1100.0,1846.0,0
T000089_fold0_x26,1985-01-31,1984-09-30,3068.9087,3031.553,3049.4187,3099.5305,3104.7566,3016.9631,3032.1267,3223.977,3179.5852,3059.1494,2963.803,15.854486,3010.3203,3004.8064,2759.3958,3025.1995,3039.8767,3075.926,3026.1313,15559.49,3116.9368,3027.2432,3004.8035,3066.225,-1961.9453,-45176.605,3020.4282,3062.6917,4964.765,14832.427,4707.812,2942.4907,2958.058,3069.4944,126580.26,124384.125,2949.9902,3041.5735,3069.5913,2972.3252,-710244.75,-67.21773,3048.5474,9634297.0,3082.3958,2899.2312,2866.2158,2769.7861,2770.1826,2922.1052,3145.6338,2861.247,2772.4841,2905.3167,3056.3318,2869.7979,2620.633,3081.5955,2745.1318,3010.414,3338.671,3068.31,3059.8738,3069.8135,2946.9338,3112.273,3007.4473,3228.758,3111.7646,2974.7654,2940.0027,3237.2559,3053.2964,3228.5513,2641.275,3072.987,3082.5352,3086.2412,3081.8125,3066.541,2991.82,3062.8318,3038.7036,3072.3535,3082.4255,3114.9053,3120.6206,3081.023,3090.6577,2908.7034,3075.3406,3082.4163,2881.7627,2806.3408,3044.9722,3030.0686,3086.2437,3230.7703,3154.4553,3098.211,3067.077,40.84095,3060.6968,3054.127,2845.9265,3060.411,3010.1816,3062.396,3061.0046,-2230.5144,2982.8608,3023.5696,3066.9875,3084.3984,39237.926,8699352.0,3032.9578,2980.967,2933.1238,22735.975,2997.2139,2914.5176,3012.5122,3009.993,2907.0,2907.0,2926.6475,3035.9766,3002.4705,2907.0,2907.0,3016.618,3004.311,2907.0,2931.3,2950.2532,3152.3171,2943.7964,2930.1714,2334.532,2984.646,3152.5454,3009.6277,2928.4456,3161.2383,3181.8809,0.841861,2910.0352,3152.7175,1604.5792,3120.0,3508.0,0
T000089_fold0_x26,1985-02-28,1984-09-30,3057.5247,3042.829,3066.1287,3073.5308,3105.2046,3019.099,3038.4153,3260.979,3145.8901,3060.4285,2964.014,15.854531,3018.2024,3006.9868,2749.1963,3074.698,3070.1062,3105.3462,3059.2986,3077.712,3148.84,3057.7878,3029.408,3101.5925,-5942.25,83035.984,3032.8354,3111.9456,-3911.2688,15947.5,4300.0786,3018.5994,3015.4065,3114.7722,-437722.97,50033.45,3022.1152,3208.5837,3100.3333,2982.6907,246072.95,-1200.4423,3067.0208,10517014.0,3089.0308,2802.416,2960.0215,2906.8853,2844.5532,3062.103,3058.3882,2952.074,2895.6597,3111.8647,3115.9456,3003.5645,2899.2817,2943.6023,2843.326,2915.0906,3335.4795,3031.819,3129.0461,3049.1077,3017.9668,3146.2502,3014.7627,3260.2988,3073.6162,2911.2705,2926.622,3109.971,3077.83,3200.7998,2619.2068,3068.6545,3121.7363,3068.0522,3126.1064,3071.2664,3001.1716,3054.365,3032.298,3085.637,3099.4705,3111.3115,3077.4673,3120.7512,3080.138,2009.0486,3003.2817,3268.9126,3368.1484,3365.7183,3012.2988,3142.6653,3267.9653,3042.007,3014.1887,3210.7454,3103.4573,-2025.5497,3112.4573,2987.4817,3335.8425,3112.4338,3025.986,3141.1372,3079.6963,-1916.427,3057.5984,3039.7336,3137.0212,3113.6135,28139.098,8699100.0,2989.9795,2996.7124,2948.7324,22735.197,3001.4001,2932.6948,3031.6248,3028.3538,2907.0,2907.0,2938.9724,3018.8945,2997.707,2907.0,2907.0,3012.348,3005.3228,2907.0,2976.8967,2949.184,3157.9414,2947.6082,2958.9949,2556.1975,3078.4844,3154.1956,3138.4329,2928.6072,3136.347,2992.6238,0.80292493,2917.5056,3220.244,1597.7941,3141.0,4251.0,0
T000089_fold0_x26,1985-03-31,1984-09-30,2954.203,3071.8484,3020.8386,2978.891,3107.7837,3030.3777,3040.7446,3210.2407,3115.9739,3068.4727,2965.1848,15.854594,3024.8274,3013.4001,2745.7717,3003.8499,3038.408,2964.788,2985.6152,-20459.314,3085.1099,2972.0486,2987.2078,2987.5095,-10971.821,49021.574,3050.3157,3040.4922,-61320.215,16079.437,1833.2003,3158.6223,3051.863,3035.3738,18931.377,57527.96,3168.3704,3093.1497,3021.472,3201.9045,13275.302,747.11847,3033.8213,-19666850.0,3081.3604,2955.3064,3135.8489,3105.5012,3052.7146,2927.952,3063.3494,3146.2966,2902.449,2911.5613,3172.8328,3125.8943,2826.6714,2883.3271,2997.348,2892.053,3463.4116,3195.4866,3091.899,2969.1465,3004.0686,3129.5164,3086.6252,3121.4685,3029.8735,2783.4282,2918.5952,3122.4458,2965.6,3202.2412,2838.9346,3053.713,3072.054,2990.502,2979.3984,3079.0332,3011.6213,3048.5876,3003.3997,3043.9812,3081.5469,3116.9294,3141.1794,3006.329,3076.4983,2972.5698,3064.7847,3222.334,3109.8464,3050.2034,3096.9634,3267.4707,3219.169,3026.0957,3108.8992,3173.6548,3200.5322,-231.07338,3267.1328,3054.405,2873.6196,3000.1619,3015.897,2999.0474,2986.094,-1983.1868,3002.8013,3006.7498,3024.6929,3051.7368,-3210.9922,8698937.0,2958.484,3020.888,2950.7961,22736.074,2978.0166,2926.7625,3012.61,3018.163,2907.0,2907.0,2931.523,2990.238,2988.786,2907.0,2907.0,3008.9055,2997.01,2907.0,2916.8403,2794.021,3164.873,2856.884,2878.7947,3712.8489,2972.7837,3158.3098,2960.0762,2823.8691,3150.8967,2903.6843,1.1692865,2870.2068,2682.053,1598.479,2680.0,2917.0,0
T000093_fold0_x27,1982-12-31,1982-11-30,674.9818,677.744,658.3965,681.443,699.81683,678.98065,680.62085,672.5036,668.94574,680.0003,681.2271,15.856428,678.72034,680.0702,552.7555,685.94446,674.25476,683.4801,687.45044,4546.1035,701.45044,683.118,675.75,684.99457,-4930.9863,4541.67,683.66437,682.7255,1801.26,1093.2751,811.8492,679.1337,682.42145,688.03564,-1585.8085,-21479.637,678.51373,685.7117,701.9806,676.9369,-50540.43,-33.389973,680.231,1657607.8,688.724,670.63184,675.6574,679.73193,681.27094,669.1447,689.21857,674.0436,682.038,675.6022,684.83795,676.4341,656.55994,663.6235,662.5151,688.9248,649.3731,689.8518,679.72815,685.0459,676.8681,671.5412,690.0375,683.9356,677.39795,682.9191,667.0169,713.2246,685.6236,658.1383,625.079,686.55457,674.90295,690.78516,684.9196,694.2883,679.62805,683.68726,684.121,690.9398,680.0094,699.8713,710.18945,683.0737,697.5199,619.13416,697.2935,682.2567,695.6333,691.80756,694.52405,688.1245,681.2774,687.6811,687.3419,690.9816,690.5024,-370.77563,691.13776,677.36505,670.5729,681.4111,684.1887,683.54346,683.4413,386.74075,674.937,682.7386,684.9104,682.1597,5337.3135,1181157.1,680.0901,675.09955,677.00146,5152.069,688.0948,679.3522,686.57153,686.6915,672.8,672.8,675.36694,704.2231,683.939,672.8,672.8,690.8744,688.4534,672.8,678.0281,678.481,684.04816,675.6727,673.1084,656.3831,682.20013,683.97675,674.92645,694.49976,683.3963,680.33435,0.74094373,671.7014,802.8273,842.6156,540.2,531.8,0
