unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
T000001,1991-10-31,1991-07-31,115753.99,133063.81,143810.9,138596.81,148852.72,126001.82,138571.44,136927.05,132368.2,128367.86,143864.2,0,132368.2
T000001,1991-11-30,1991-07-31,100077.48,106332.97,91699.2,93539.484,109196.86,96155.33,89031.42,82002.945,102293.9,90277.79,95231.29,0,102293.9
T000001,1991-12-31,1991-07-31,91175.016,85999.09,87806.69,86468.984,80324.91,91468.12,89046.97,81585.95,77060.484,78394.33,87472.69,0,77060.46
T000001,1992-01-31,1991-07-31,95909.66,98177.375,99322.8,98204.55,100478.6,102836.95,102968.02,108872.59,105801.7,93675.79,98428.95,0,105801.7
T000001,1992-02-29,1991-07-31,103786.984,76630.07,89136.02,83969.414,89855.68,99459.47,92953.85,93341.85,70909.86,79252.56,80790.9,0,70909.86
T000001,1992-03-31,1991-07-31,96168.46,74865.91,80071.29,77771.21,93859.84,87639.734,82128.99,79627.59,71229.47,78818.65,90682.21,0,71229.47
T000001,1992-04-30,1991-07-31,95264.38,104518.88,97810.78,96769.336,97035.11,103120.23,98944.02,102200.54,99842.44,92855.8,97428.01,0,99842.44
T000001,1992-05-31,1991-07-31,111758.06,109095.22,111281.62,111516.31,105926.445,108314.43,113837.78,114389.99,106268.9,103167.3,115606.6,0,106268.9
T000001,1992-06-30,1991-07-31,160763.42,114412.46,114265.82,110737.97,121645.7,113864.164,119552.89,137165.42,102494.4,119380.59,130511.8,0,102494.4
T000001,1992-07-31,1991-07-31,168065.16,166336.36,170963.66,169568.11,179148.64,157190.34,178683.77,171076.88,163841.8,162502.73,175490.2,0,163841.8
T000002,2004-01-31,2003-12-31,75292.99,76395.336,64563.332,62873.15,65779.016,69883.81,60946.94,66044.8,70398.05,62796.4,63632.0,0,80860.0
T000002,2004-02-29,2003-12-31,84277.875,71847.03,54191.51,50264.516,69618.19,55628.766,55123.324,59476.395,62049.05,53200.617,69411.0,0,61444.0
T000002,2004-03-31,2003-12-31,74220.055,68709.32,68155.2,65537.84,72882.125,67615.76,65593.3,66767.91,70274.0,67528.54,86238.0,0,70274.0
T000002,2004-04-30,2003-12-31,65371.316,28589.705,40474.742,32132.363,77591.51,53171.516,50085.32,77844.78,13276.008,47221.684,89248.0,0,13276.0
T000002,2004-05-31,2003-12-31,73927.73,18081.465,30435.11,26258.863,70047.695,52349.535,37674.54,62650.9,8775.465,46871.125,80577.0,0,8766.0
T000002,2004-06-30,2003-12-31,77066.67,32261.195,41105.152,36975.348,76608.65,53468.32,46694.8,41702.316,20262.0,49011.914,93187.0,0,20262.0
T000002,2004-07-31,2003-12-31,76000.984,55836.402,57244.85,54463.996,73072.586,65644.984,57653.094,68310.68,49302.0,66285.984,96569.0,0,49302.0
T000002,2004-08-31,2003-12-31,74248.36,69741.34,60523.613,59496.09,72662.14,68062.34,65021.445,72628.81,67804.055,66217.375,83880.0,0,67804.0
T000002,2004-09-30,2003-12-31,73682.8,80635.61,63416.473,60775.797,71212.45,80413.734,83693.79,63631.273,71877.0,64887.742,83259.0,0,71877.0
T000002,2004-10-31,2003-12-31,79197.6,92276.0,80410.875,81458.19,84489.56,81497.87,95346.29,87706.21,88143.0,73586.62,114520.0,0,88143.0
T000002,2004-11-30,2003-12-31,89084.98,87148.55,77915.555,78070.55,78094.266,80439.1,92819.56,81837.66,81385.0,76565.836,102524.0,0,81385.0
T000002,2004-12-31,2003-12-31,78316.21,78341.66,69974.74,69977.74,76561.53,81748.68,75966.58,74174.7,70398.0,65699.43,88651.0,0,70398.0
T000003,2004-01-31,2003-12-31,20916.453,22568.363,18586.25,18033.785,17670.398,19356.387,18228.576,18850.072,22685.986,17014.146,18483.0,0,22613.0
T000003,2004-02-29,2003-12-31,22694.158,22211.316,16403.771,15569.169,17309.309,16771.13,16988.857,17897.389,18761.742,18371.816,17834.0,0,18756.0
T000003,2004-03-31,2003-12-31,18459.412,20794.227,19580.848,19228.027,20682.08,18533.203,20162.758,20387.719,21823.0,21544.92,22495.0,0,21823.0
T000003,2004-04-30,2003-12-31,17925.502,9138.37,11961.16,9934.311,19753.975,14532.723,14533.267,20715.332,5351.0,14696.188,21858.0,0,5351.0
T000003,2004-05-31,2003-12-31,17187.926,6341.258,7976.544,7090.0566,18618.816,13776.156,10236.939,16530.81,3958.414,13328.069,21350.0,0,3958.0
T000003,2004-06-30,2003-12-31,18380.7,9544.638,9722.682,8697.086,18831.768,13556.704,11262.154,11101.126,6945.001,12511.707,20408.0,0,6945.0
T000003,2004-07-31,2003-12-31,18882.217,14866.433,13725.95,13061.177,19062.398,17971.709,14564.286,17059.47,13251.0,17156.936,22860.0,0,13251.0
T000003,2004-08-31,2003-12-31,17614.156,16088.233,13840.602,13465.034,19473.049,15343.4795,15503.99,16673.95,15081.097,15867.898,22023.0,0,15081.0
T000003,2004-09-30,2003-12-31,17623.076,17736.99,13873.584,12985.732,17183.672,17235.303,19141.377,15255.033,15052.0,15089.821,18363.0,0,15052.0
T000003,2004-10-31,2003-12-31,19310.043,22109.56,19465.557,19650.857,21938.305,20445.701,23529.355,20830.682,20622.0,19806.895,29069.0,0,20622.0
T000003,2004-11-30,2003-12-31,24287.877,23116.346,21766.84,21000.676,24654.805,21493.113,25309.184,21797.764,20671.0,21728.428,30067.0,0,20671.0
T000003,2004-12-31,2003-12-31,23946.24,23860.15,22174.041,22157.871,24688.11,23743.557,23827.064,22981.44,22686.0,21437.656,29115.0,0,22686.0
T000004,2004-01-31,2003-12-31,28372.172,32179.305,27204.293,26845.113,28309.662,27753.068,27163.203,27076.3,28996.059,25835.184,29411.0,0,33734.0
T000004,2004-02-29,2003-12-31,31297.197,27448.525,20428.723,19819.156,23719.652,21182.363,20584.986,22199.762,23546.012,21464.24,26341.0,0,23513.0
T000004,2004-03-31,2003-12-31,25950.102,25114.969,24180.936,23938.783,26150.988,24165.275,23335.637,24449.195,26288.0,24618.55,30827.0,0,26288.0
T000004,2004-04-30,2003-12-31,24430.928,10175.787,15301.934,12745.97,28728.959,17948.707,19006.195,26163.799,5577.0,18710.803,33259.0,0,5577.0
T000004,2004-05-31,2003-12-31,24424.137,6915.1885,11733.805,10569.135,24784.488,18747.883,14928.02,22771.963,4301.66,17974.824,31008.0,0,4301.0
T000004,2004-06-30,2003-12-31,26277.186,12746.646,14729.218,13393.629,25693.441,18805.047,16690.709,15663.869,9351.0,18578.361,34999.0,0,9351.0
T000004,2004-07-31,2003-12-31,26834.549,20220.205,18852.953,17984.55,23203.453,22789.215,18925.748,21974.816,18267.0,23883.398,34627.0,0,18267.0
T000004,2004-08-31,2003-12-31,25955.172,21211.623,19308.494,18837.809,23587.143,22536.672,21678.23,22198.107,18919.111,23055.041,28247.0,0,18919.0
T000004,2004-09-30,2003-12-31,26126.361,30068.223,24595.453,23852.885,29005.484,28462.498,31304.393,25646.037,28201.0,27233.041,37291.0,0,28201.0
T000004,2004-10-31,2003-12-31,28321.896,32394.145,26759.555,27290.75,29270.664,30532.258,31524.156,29185.693,30063.0,27024.906,40748.0,0,30063.0
T000004,2004-11-30,2003-12-31,33747.43,30133.004,24919.342,24993.795,27594.244,28773.848,30860.215,28067.943,27044.0,25824.078,38102.0,0,27044.0
T000004,2004-12-31,2003-12-31,30541.273,31036.184,29925.54,29714.209,32395.922,30814.27,30973.012,29566.592,28996.0,27554.85,44080.0,0,28996.0
T000005,2004-01-31,2003-12-31,28384.227,30894.607,26832.625,26140.238,25351.027,28577.258,25599.85,26056.406,28614.02,23698.355,25229.0,0,32237.0
T000005,2004-02-29,2003-12-31,36287.82,33391.637,27418.75,26376.078,29996.135,26031.768,28309.832,27293.867,29902.6,28012.098,35097.0,0,29960.0
T000005,2004-03-31,2003-12-31,28794.908,33751.508,33861.574,33731.684,33965.164,29521.842,32753.2,32976.793,36492.0,33542.473,43390.0,0,36492.0
T000005,2004-04-30,2003-12-31,27152.035,12682.946,17405.219,14132.581,32250.488,20547.648,21570.633,29972.85,5901.0,20087.352,35497.0,0,5901.0
T000005,2004-05-31,2003-12-31,29111.723,8516.341,9938.68,8621.648,24053.031,18052.613,12801.705,21857.963,3370.7754,16862.008,28997.0,0,3369.0
T000005,2004-06-30,2003-12-31,28174.904,14765.914,13254.78,11819.045,25900.873,18608.613,14964.867,15486.873,9343.0,16667.422,26972.0,0,9343.0
T000005,2004-07-31,2003-12-31,28443.238,21586.404,19117.445,18238.621,21662.852,23152.639,18893.111,23544.584,18192.0,22029.797,30903.0,0,18192.0
T000005,2004-08-31,2003-12-31,26970.57,23469.299,20348.9,19886.602,25763.965,20529.262,22950.367,23496.28,20828.184,21518.766,30505.0,0,20828.0
T000005,2004-09-30,2003-12-31,28015.717,29269.57,24038.322,23053.527,26607.299,27142.656,31450.395,25455.701,25333.0,22883.324,29602.0,0,25333.0
T000005,2004-10-31,2003-12-31,33872.324,36517.664,32865.98,33289.562,33242.95,33577.293,38616.805,35661.273,35502.0,30023.527,45487.0,0,35502.0
T000005,2004-11-30,2003-12-31,40999.96,38544.543,35169.0,34965.676,31969.68,33997.367,38536.523,32599.455,35547.0,32329.465,44267.0,0,35547.0
T000005,2004-12-31,2003-12-31,31761.592,30967.969,29038.59,28939.2,26821.523,32528.031,31940.656,29949.613,28614.0,25696.947,35341.0,0,28614.0
T000006,2004-01-31,2003-12-31,12807.674,10877.249,9188.796,8675.193,9791.998,10631.202,8932.166,9778.967,10402.0,7892.515,8716.0,0,11184.0
T000006,2004-02-29,2003-12-31,15886.359,12806.869,9587.029,9015.455,12282.911,9296.192,10308.883,10259.158,10770.134,10184.251,12866.0,0,11038.0
T000006,2004-03-31,2003-12-31,14132.243,15159.0625,13887.542,14138.51,14959.621,12909.622,13562.828,13946.649,16003.0,14971.068,15278.0,0,16003.0
T000006,2004-04-30,2003-12-31,12486.081,5957.5693,8193.767,6527.326,17056.516,9062.654,9827.247,14838.82,2247.001,8863.938,16094.0,0,2247.0
T000006,2004-05-31,2003-12-31,13716.571,3894.3374,4842.3896,4228.642,12436.897,7988.498,5958.495,10563.449,1283.5078,7170.2437,12604.0,0,1283.0
T000006,2004-06-30,2003-12-31,12790.768,6177.449,5404.7217,4730.8467,13022.209,8125.9146,6307.0815,6814.958,3124.0,7061.4834,11279.0,0,3124.0
T000006,2004-07-31,2003-12-31,13687.601,8868.306,7685.1523,7328.132,10587.175,9318.742,7735.817,9923.1,7251.0005,8196.881,11900.0,0,7251.0
T000006,2004-08-31,2003-12-31,13278.307,10715.437,8880.496,8635.123,12256.133,8888.334,11109.286,10692.408,9431.021,8587.396,13052.0,0,9431.0
T000006,2004-09-30,2003-12-31,13979.168,13782.186,11660.784,11192.813,13021.377,13668.474,15472.5,12692.193,11782.0,9868.138,14109.0,0,11782.0
T000006,2004-10-31,2003-12-31,16932.348,17996.922,16665.098,16874.84,19539.793,16406.34,19888.273,18079.828,17885.0,13793.935,22453.0,0,17885.0
T000006,2004-11-30,2003-12-31,17849.375,16318.765,14918.668,14950.01,15757.977,15487.736,16853.15,12974.264,15336.0,13372.72,18568.0,0,15336.0
T000006,2004-12-31,2003-12-31,12384.946,11609.643,9788.423,9928.176,10379.202,13271.234,12033.055,11390.015,10402.0,7139.189,12742.0,0,10402.0
T000007,2004-01-31,2003-12-31,108765.5,115903.49,84675.55,79724.44,88266.08,83505.48,87476.16,84203.11,93819.016,78361.664,68062.0,0,123019.0
T000007,2004-02-29,2003-12-31,115363.95,109898.48,78463.836,69166.125,91846.52,76350.14,79018.39,81368.055,99048.04,77244.086,69725.0,0,99453.0
T000007,2004-03-31,2003-12-31,102356.31,97151.875,85911.96,83382.734,96287.21,83242.92,88769.37,87008.17,102959.0,79124.234,82260.0,0,102959.0
T000007,2004-04-30,2003-12-31,91237.61,36147.03,38952.246,27925.797,93348.17,60844.805,57853.15,78855.63,15546.016,61646.824,82091.0,0,15546.0
T000007,2004-05-31,2003-12-31,96547.5,22930.797,32442.574,26082.234,85415.94,69199.875,43457.49,75175.42,10923.086,51676.66,86365.0,0,10918.0
T000007,2004-06-30,2003-12-31,100579.81,40756.668,44816.27,35332.64,88215.055,70367.04,55767.957,52397.375,21088.0,55435.223,88358.0,0,21088.0
T000007,2004-07-31,2003-12-31,103844.055,68408.43,65285.805,58584.24,89702.29,84909.2,72812.88,75875.03,59442.0,76658.17,98811.0,0,59442.0
T000007,2004-08-31,2003-12-31,101238.0,82958.35,77548.14,73948.15,103495.46,87563.8,88390.7,86684.88,77871.26,91593.25,103276.0,0,77871.0
T000007,2004-09-30,2003-12-31,97937.195,98870.82,87302.14,79868.484,103430.39,89924.14,112581.35,92522.445,94964.0,89319.016,115749.0,0,94964.0
T000007,2004-10-31,2003-12-31,99239.195,91381.66,74986.42,75024.73,81618.3,84351.82,98798.65,83908.4,81911.0,76158.266,98557.0,0,81911.0
T000007,2004-11-30,2003-12-31,102281.44,94688.48,87415.805,84391.34,103152.33,89304.4,108651.92,93340.336,86170.0,83894.94,109364.0,0,86170.0
T000007,2004-12-31,2003-12-31,104059.71,100713.836,98965.16,96301.57,107101.945,99212.37,103558.055,97872.305,93819.0,92122.63,123632.0,0,93819.0
T000008,2004-01-31,2003-12-31,35826.56,47332.883,41334.656,41354.66,39047.527,42264.848,38946.746,41054.45,49274.0,37659.406,37006.0,0,49274.0
T000008,2004-02-29,2003-12-31,41924.79,44586.883,38915.305,37575.105,35427.81,32329.195,38427.117,37844.473,40655.0,36170.836,37513.0,0,40655.0
T000008,2004-03-31,2003-12-31,33649.293,32753.037,30488.887,29615.111,31724.8,29741.695,30055.348,31743.566,30866.0,30576.27,37622.0,0,30866.0
T000008,2004-04-30,2003-12-31,31260.49,15588.254,19213.559,15388.809,32915.598,22503.875,25759.168,36305.49,5929.0,23335.395,44722.0,0,5929.0
T000008,2004-05-31,2003-12-31,31442.588,13261.939,14377.246,12673.799,28929.758,21363.09,17682.775,28725.688,6822.0,23518.852,38076.0,0,6822.0
T000008,2004-06-30,2003-12-31,34373.918,22219.023,19778.545,18160.82,32184.023,24369.73,20912.57,20445.943,14849.0,24352.404,41469.0,0,14849.0
T000008,2004-07-31,2003-12-31,36267.992,34110.8,31929.426,30429.516,34870.832,31464.627,28735.77,32932.35,30292.0,34936.94,49663.0,0,30292.0
T000008,2004-08-31,2003-12-31,37240.137,40956.938,37326.152,37665.0,45381.26,36814.777,37676.984,41458.03,41290.0,39857.047,52703.0,0,41290.0
T000008,2004-09-30,2003-12-31,37406.47,38764.484,31370.385,30417.445,35369.258,38359.934,40843.63,31097.479,33081.0,31612.475,44670.0,0,33081.0
T000008,2004-10-31,2003-12-31,39536.645,40151.17,34457.883,34926.746,36491.47,35950.332,40087.215,37748.453,37100.0,34442.848,48786.0,0,37100.0
T000008,2004-11-30,2003-12-31,45512.953,43243.434,40821.855,41348.758,42170.6,40625.95,42807.652,40992.535,41677.0,39151.047,55822.0,0,41677.0
T000008,2004-12-31,2003-12-31,38594.258,42459.83,39841.83,39188.58,39152.758,43012.58,41197.676,39418.836,36341.0,37102.387,51138.0,0,36341.0
T000009,2004-01-31,2003-12-31,26657.162,24705.094,18726.867,18254.32,19641.857,20826.287,17188.918,19950.64,28069.232,18219.479,16766.0,0,22773.0
T000009,2004-02-29,2003-12-31,27783.828,26282.02,19480.383,18452.377,22095.227,20988.717,19625.334,22828.934,23057.227,17052.424,21313.0,0,22877.0
T000009,2004-03-31,2003-12-31,23871.191,23682.355,24658.436,23050.584,24687.617,25390.121,23669.945,23943.41,22606.0,20272.393,26050.0,0,22606.0
T000009,2004-04-30,2003-12-31,22084.209,9411.535,14133.432,11526.173,29113.615,18301.361,17880.195,25657.242,4553.0,15984.836,31636.0,0,4553.0
T000009,2004-05-31,2003-12-31,24525.646,7487.294,14960.04,13391.334,29215.836,22965.104,18670.148,28865.074,4064.2969,15200.867,30150.0,0,4063.0
T000009,2004-06-30,2003-12-31,26346.059,11633.38,15905.016,14508.953,26099.29,20444.969,17233.982,14835.686,6851.0,15864.789,30721.0,0,6851.0
T000009,2004-07-31,2003-12-31,27657.14,19995.432,19224.023,18136.906,21856.535,22920.01,17201.646,21380.525,16654.0,19780.604,27917.0,0,16654.0
T000009,2004-08-31,2003-12-31,27223.533,28122.809,24126.9,23901.56,27368.36,25706.629,23865.91,27668.889,26163.014,22022.588,27909.0,0,26163.0
T000009,2004-09-30,2003-12-31,26455.533,31387.541,24784.512,24182.816,25137.223,29718.928,30511.656,24520.938,28433.0,22427.516,27280.0,0,28433.0
T000009,2004-10-31,2003-12-31,27147.713,29616.736,24177.621,24771.932,27967.764,26949.057,28196.732,26327.055,27116.0,22052.156,34167.0,0,27116.0
T000009,2004-11-30,2003-12-31,30829.809,27404.861,23807.914,23838.572,24006.814,24597.898,29299.713,29285.998,24101.0,22953.238,29644.0,0,24101.0
T000009,2004-12-31,2003-12-31,28794.691,29312.361,27475.57,27970.682,27884.242,26994.482,26352.846,28251.055,28070.0,22285.145,33120.0,0,28070.0
T000010,2004-01-31,2003-12-31,32260.504,31104.043,19939.512,17990.432,16866.557,22063.645,20561.926,23386.98,41017.78,22927.496,19969.0,0,25719.0
T000010,2004-02-29,2003-12-31,34792.07,29287.1,19294.21,17168.941,19932.578,24300.113,18179.215,22197.365,24199.705,22541.0,23875.0,0,24199.0
T000010,2004-03-31,2003-12-31,28751.06,24012.002,22302.57,19865.885,23516.428,24555.906,22041.166,22330.477,21910.0,23131.426,31075.0,0,21910.0
T000010,2004-04-30,2003-12-31,28563.377,9340.034,10796.861,7647.287,25972.98,17723.238,16284.938,24203.258,2555.3574,19817.836,30758.0,0,2555.0
T000010,2004-05-31,2003-12-31,29920.309,6673.8516,12381.602,10650.734,22997.535,21552.758,16238.663,26872.562,3205.3281,20428.309,34589.0,0,3205.0
T000010,2004-06-30,2003-12-31,31072.18,13779.116,19438.53,17098.883,24816.883,23570.434,22977.697,15722.223,9300.002,23744.014,53278.0,0,9300.0
T000010,2004-07-31,2003-12-31,30195.572,25048.205,22114.008,20560.902,21938.771,26731.6,23919.203,23984.072,21666.0,27038.7,35084.0,0,21666.0
T000010,2004-08-31,2003-12-31,27365.502,28986.945,24926.416,23850.023,22358.598,29256.984,24962.404,26240.527,24720.092,27353.123,38853.0,0,24720.0
T000010,2004-09-30,2003-12-31,25607.117,33688.027,24430.814,22680.832,20966.438,28866.508,32287.125,21928.86,29064.0,26340.582,36033.0,0,29064.0
T000010,2004-10-31,2003-12-31,27709.322,34110.844,23621.629,24276.451,25943.637,27254.62,29000.615,28080.277,28564.0,24339.17,37599.0,0,28564.0
T000010,2004-11-30,2003-12-31,36588.36,38333.46,32398.166,32206.775,34252.418,36701.4,41732.055,33252.504,33721.0,34343.793,52284.0,0,33721.0
T000010,2004-12-31,2003-12-31,45163.992,43197.965,46685.39,44981.523,48365.773,43225.76,43471.855,42505.977,41106.0,44865.453,70523.0,0,41106.0
T000011,2004-01-31,2003-12-31,20471.047,22106.002,16905.758,16566.44,14700.216,17455.047,15561.798,16794.969,20509.746,16510.467,19380.0,0,19302.0
T000011,2004-02-29,2003-12-31,22038.283,20853.451,12990.947,13102.993,16196.256,16321.021,13919.455,17076.717,16406.025,17350.275,15897.0,0,16406.0
T000011,2004-03-31,2003-12-31,20494.227,18236.627,16442.432,16235.322,20885.688,18453.389,17724.129,18906.117,17873.0,19737.807,25831.0,0,17873.0
T000011,2004-04-30,2003-12-31,18568.773,6878.7266,13903.141,11326.959,24737.135,13742.642,16977.064,25218.95,1775.0,17043.21,31544.0,0,1775.0
T000011,2004-05-31,2003-12-31,17855.254,4572.3984,8578.161,7912.5156,19290.63,14739.531,12012.309,19527.416,2315.0264,15455.396,25794.0,0,2315.0
T000011,2004-06-30,2003-12-31,19038.35,7911.9995,8501.577,7700.464,17953.566,13567.797,10016.3545,11017.192,4549.0,13267.479,21450.0,0,4549.0
T000011,2004-07-31,2003-12-31,21618.625,16242.702,14781.816,14240.48,18431.285,18559.07,13935.055,18567.531,13817.0,19206.592,31933.0,0,13817.0
T000011,2004-08-31,2003-12-31,19802.922,20106.15,15956.471,15839.938,16435.72,18014.26,17367.637,19373.48,17564.004,18951.486,26861.0,0,17564.0
T000011,2004-09-30,2003-12-31,20094.451,22628.168,15837.192,15479.332,14544.826,21093.248,22563.67,16302.572,18582.0,17858.824,18603.0,0,18582.0
T000011,2004-10-31,2003-12-31,21494.273,27198.984,20912.996,21760.24,22703.885,22574.314,24913.145,23868.945,24889.0,20742.807,34432.0,0,24889.0
T000011,2004-11-30,2003-12-31,25620.703,23726.57,19601.996,18965.88,16230.876,22148.592,25890.672,25603.777,18295.0,21110.227,23957.0,0,18295.0
T000011,2004-12-31,2003-12-31,30724.094,31137.613,29629.145,29718.252,28715.41,28683.855,28221.719,29482.938,30031.0,27417.143,41228.0,0,30031.0
T000012,2004-01-31,2003-12-31,191611.53,201329.92,173749.36,169608.48,179869.34,185485.06,165138.16,174083.22,173776.58,180026.19,170348.0,0,200258.0
T000012,2004-02-29,2003-12-31,197119.39,206659.2,168025.3,160391.9,193935.4,159474.78,174246.92,173814.05,191010.03,168858.78,145026.0,0,192557.0
T000012,2004-03-31,2003-12-31,179524.33,178019.34,148744.62,148053.94,185982.22,160783.2,152778.56,159923.81,161885.0,163197.89,166438.0,0,161885.0
T000012,2004-04-30,2003-12-31,167156.62,108108.67,115107.87,98248.04,199796.05,145533.31,139189.53,185528.14,67149.055,147903.88,176879.0,0,67149.0
T000012,2004-05-31,2003-12-31,181595.12,72528.69,80199.55,70208.445,178436.8,130811.375,106775.12,155228.6,24557.0,134579.69,149681.0,0,24522.0
T000012,2004-06-30,2003-12-31,187522.33,105507.625,112687.76,102068.15,200943.12,133938.75,119977.375,111578.14,64576.016,152453.4,174396.0,0,64576.0
T000012,2004-07-31,2003-12-31,197951.0,212803.16,189414.42,186473.5,214619.45,198240.03,177672.78,183338.78,208083.0,215915.31,196330.0,0,208083.0
T000012,2004-08-31,2003-12-31,196948.17,218444.5,195773.97,193194.83,213397.67,211765.73,204820.53,210747.08,204827.8,208283.75,196099.0,0,204828.0
T000012,2004-09-30,2003-12-31,192046.4,203307.92,174736.23,168898.94,190881.25,192527.7,217044.16,172294.22,185448.0,185775.25,170047.0,0,185448.0
T000012,2004-10-31,2003-12-31,195675.64,206310.6,176616.61,179077.02,194162.44,168204.72,204839.95,196377.22,196983.0,177329.1,180311.0,0,196983.0
T000012,2004-11-30,2003-12-31,205099.62,187193.34,170391.03,170836.25,179948.6,172201.19,202433.6,198588.55,172313.0,167736.86,165713.0,0,172313.0
T000012,2004-12-31,2003-12-31,193382.58,193991.05,184942.55,181204.6,207747.11,202438.64,191109.12,184317.38,173776.0,177908.22,183527.0,0,173776.0
T000013,2004-01-31,2003-12-31,830029.25,842401.75,819547.3,864073.0,872197.1,848779.9,745025.56,892389.5,750929.0,951906.25,1115151.0,0,750929.0
T000013,2004-02-29,2003-12-31,792316.3,800494.25,816307.44,866773.75,876419.25,781495.4,752049.44,929070.3,713489.0,966453.6,824619.0,0,713489.0
T000013,2004-03-31,2003-12-31,708453.4,712311.94,690633.94,719985.5,757884.1,716787.06,658123.44,888745.94,666343.0,827899.5,979338.0,0,666343.0
T000013,2004-04-30,2003-12-31,679012.6,458698.44,540794.94,535041.56,660036.1,632846.06,550806.5,858966.0,322216.0,670286.25,908741.0,0,322216.0
T000013,2004-05-31,2003-12-31,681329.4,395026.06,500657.5,509374.88,628040.2,640495.75,531976.56,813853.2,311821.0,720722.6,972837.0,0,311821.0
T000013,2004-06-30,2003-12-31,739039.5,544135.75,549609.7,579061.0,698044.9,681602.7,537733.4,693832.9,470562.0,725594.9,867445.0,0,470562.0
T000013,2004-07-31,2003-12-31,832929.1,777403.9,766211.4,784167.75,913453.0,856899.8,652488.94,870002.2,693008.0,904469.25,1160530.0,0,693008.0
T000013,2004-08-31,2003-12-31,837402.2,982467.75,858752.8,890922.7,1010899.7,996543.0,798977.8,1131644.8,946122.0,1028334.44,1238091.0,0,946122.0
T000013,2004-09-30,2003-12-31,900348.6,891721.8,784255.9,819992.2,974029.2,1004776.4,835505.25,902459.1,762001.0,868750.0,912723.0,0,762001.0
T000013,2004-10-31,2003-12-31,1026918.4,946252.9,865118.0,888953.56,964791.6,933034.0,872532.44,983628.44,878581.0,932705.9,1079392.0,0,878581.0
T000013,2004-11-30,2003-12-31,1079905.0,1019451.1,944120.25,969809.5,949528.56,1079263.0,951667.4,1088473.0,930432.0,1001107.2,1040982.0,0,930432.0
T000013,2004-12-31,2003-12-31,1095204.5,1069507.1,1018940.0,1049586.2,1070425.0,1035055.56,896698.6,1073432.4,1021707.0,1105045.5,1146013.0,0,1021707.0
T000014,2004-01-31,2003-12-31,7509.779,7744.0425,7001.6577,6937.8955,7317.1406,7330.841,6787.7905,7306.45,7673.13,6846.163,6725.83,0,7483.67
T000014,2004-02-29,2003-12-31,8450.582,7956.6143,6761.4463,6694.0044,7729.9243,6068.122,6725.146,7187.5723,7314.46,6432.5513,7767.86,0,7199.48
