unique_id,ds,cutoff,TFT,NBEATS,TiDE,NLinear,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
102,2018-06-30,2018-06-18,0.24983726,0.3062231,0.19405851,0.21545726,0.2101575,0.27773783,0.17697428,0.23337795,0.25266603,0.24877328,0.06486366104634268,-0.16767226034851343
102,2018-07-01,2018-06-18,-0.10639571,-0.101385996,-0.075469784,-0.08630058,-0.038106807,-0.0802778,-0.08396612,-0.09874746,-0.061604902,-0.11996335,-0.14951685323645447,-0.7238879145997741
102,2018-07-02,2018-06-18,-0.26171923,-0.20713086,-0.21391204,-0.20795041,-0.26929566,-0.2698972,-0.20195718,-0.1879549,-0.24562456,-0.241727,-0.3704993337418185,-0.2711030645020614
103,2018-06-19,2018-06-18,0.06443303,0.061891895,0.04176452,0.047384202,0.054105464,0.031561796,0.05280297,0.086983085,0.07589927,0.10024441,0.09091427970813377,-0.10300253373210148
103,2018-06-20,2018-06-18,0.13422757,0.07887024,0.1618976,0.18324362,0.17481542,0.15179673,0.19539979,0.17138018,0.1698997,0.15641713,0.11092017720332546,0.1712888503467109
103,2018-06-21,2018-06-18,0.14906451,0.11092317,0.16859365,0.19027217,0.21121013,0.17499219,0.19790505,0.1906944,0.18113281,0.17286551,0.09986428648229843,0.24341537552674405
103,2018-06-22,2018-06-18,0.15598986,0.062066812,0.07124165,0.04145533,0.22403523,0.12162069,0.05849733,0.09831151,0.1294651,0.17340523,0.012119122029703342,0.29623796452720635
103,2018-06-23,2018-06-18,0.108747795,0.003217388,0.122005306,0.10001025,0.19271216,0.14965871,0.108578876,0.11915766,0.12020895,0.16560046,-0.14512021266934713,-0.3413184003853498
103,2018-06-24,2018-06-18,-0.27721483,-0.33790922,-0.22311118,-0.23864703,-0.18950808,-0.2366724,-0.24257295,-0.28501946,-0.22492564,-0.2564117,-0.5417283559950771,-0.6870343483285746
103,2018-06-25,2018-06-18,-0.39954907,-0.45898294,-0.3777537,-0.39663914,-0.41454828,-0.39369205,-0.39639175,-0.41916275,-0.42060986,-0.4413847,-0.7784648096881787,-0.5382185494169732
103,2018-06-26,2018-06-18,0.064604305,-0.04156969,0.0654347,0.056584217,0.045182966,0.025974927,0.05238306,0.07574481,0.0972916,0.0705486,-0.6078882099923337,-0.4753930116689151
103,2018-06-27,2018-06-18,0.1579313,0.018629279,0.17834887,0.17867386,0.17863223,0.16068274,0.2021512,0.1710613,0.17442754,0.13727754,-0.005254420531910507,-0.02806816328958525
103,2018-06-28,2018-06-18,0.16112475,0.055105787,0.18731585,0.19175343,0.2023378,0.18352118,0.17579117,0.19642551,0.17925459,0.17648496,0.021595599790583564,0.14373686870859598
103,2018-06-29,2018-06-18,0.15869969,0.041014712,0.076713815,0.06688313,0.21572307,0.12404814,0.087768435,0.13850911,0.11717647,0.18449125,0.08740447313002993,0.14145549443282848
103,2018-06-30,2018-06-18,0.119587615,0.012405612,0.119789355,0.11308103,0.19795528,0.113765344,0.087926894,0.13215835,0.14161384,0.16981477,-0.024909337369291833,-0.18495651733082533
103,2018-07-01,2018-06-18,-0.28611594,-0.34638202,-0.21836796,-0.23976012,-0.18999329,-0.22984321,-0.22673622,-0.28451705,-0.20637381,-0.25277662,-0.2714732494810841,-0.7616177381132805
103,2018-07-02,2018-06-18,-0.41187048,-0.50478244,-0.38400915,-0.4010268,-0.42479014,-0.38705322,-0.40610543,-0.4333101,-0.41832826,-0.4555413,-0.47118124377519066,-0.5941999643377289
104,2018-06-19,2018-06-18,0.08555916,0.1109974,0.15785232,0.16144761,0.14497574,0.043509915,0.17296557,0.08813107,0.14410254,0.123243086,0.019551969867854707,-0.41465597512159347
104,2018-06-20,2018-06-18,0.15823953,0.08503187,0.18399328,0.1973072,0.1918023,0.14933218,0.21678072,0.15139686,0.17948207,0.15173614,-0.20919643500143748,0.20163639018424825
104,2018-06-21,2018-06-18,0.15884718,0.10931557,0.16782764,0.18660526,0.21801272,0.17152683,0.19211164,0.15314744,0.17595224,0.16573359,-0.04341422000943914,-0.006583311683953569
104,2018-06-22,2018-06-18,0.14594163,0.07377046,0.09125548,0.06501147,0.21096462,0.11447497,0.07521261,0.044566125,0.122325376,0.15631041,0.06526714881986255,0.007562517274780943
104,2018-06-23,2018-06-18,0.0876219,-0.0686816,0.021157213,0.00038074888,0.117669925,0.08162138,0.0028779134,0.016100481,0.018087585,0.055528328,-0.12492524663141541,-0.3432367898909095
104,2018-06-24,2018-06-18,-0.2872945,-0.3275432,-0.24782991,-0.2661697,-0.20397954,-0.25133592,-0.27371728,-0.30993193,-0.2374337,-0.2640093,-0.4405324915095225,-0.6016569335516936
104,2018-06-25,2018-06-18,-0.40179235,-0.40626052,-0.34722507,-0.3694989,-0.35457295,-0.35312632,-0.35877174,-0.39239353,-0.385096,-0.39220926,-0.5914788371057748,-0.42259144014722505
104,2018-06-26,2018-06-18,0.070174925,0.027019186,0.18205693,0.17421846,0.15165415,0.037564814,0.18421724,0.0717334,0.12955493,0.09925175,-0.3923159159733481,-0.4951319410880526
104,2018-06-27,2018-06-18,0.15789625,0.051414393,0.1931172,0.19641525,0.19849366,0.15683421,0.20245917,0.15082626,0.18233646,0.14559829,-0.16192866506615386,-0.17667827940727335
104,2018-06-28,2018-06-18,0.15920357,0.05640901,0.19318983,0.19319959,0.20419246,0.18719052,0.18095595,0.16403018,0.17297502,0.17631456,-0.13251569143854122,-0.14139996206506353
104,2018-06-29,2018-06-18,0.15680869,0.06585044,0.100677304,0.09988829,0.1931816,0.1190034,0.10215466,0.08510116,0.11496782,0.17045441,-0.29907420192217743,-0.09973877068049787
104,2018-06-30,2018-06-18,0.116093084,-0.051743828,0.021525525,0.011939434,0.12447813,0.047366418,-0.010864806,0.03864163,0.025990104,0.060914688,-0.3804989734895272,-0.28139191572375927
104,2018-07-01,2018-06-18,-0.29128224,-0.3409194,-0.24835846,-0.26812765,-0.20705521,-0.24050124,-0.2672018,-0.30371094,-0.2334277,-0.26628172,-0.2825132314339029,-0.5896674809586198
104,2018-07-02,2018-06-18,-0.41409212,-0.4525237,-0.34878612,-0.36796016,-0.3611086,-0.35054672,-0.3748527,-0.3987133,-0.3882215,-0.4039294,-0.624600778082324,-0.4054266842765655
105,2018-06-19,2018-06-18,0.09569023,0.14871427,0.23181891,0.24126114,0.15580931,0.06682797,0.2514187,0.116584584,0.21610188,0.17481188,-0.08504356142907173,-0.3922591737528765
105,2018-06-20,2018-06-18,0.17478961,0.14028877,0.2648364,0.2835525,0.22591282,0.18161485,0.30851883,0.17604476,0.25452507,0.22714551,-0.223225406859015,-0.1802934372726049
105,2018-06-21,2018-06-18,0.18187429,0.15260649,0.19737685,0.22011305,0.25826097,0.2073786,0.2122615,0.16543472,0.23575726,0.23074318,-0.13423282212929052,-0.21131917237857334
105,2018-06-22,2018-06-18,0.18707754,0.09452872,0.020495493,-0.007900638,0.23999703,0.12398135,0.0012604687,0.030077487,0.082276784,0.17595817,-0.078091015747062,-0.21540379296675408
105,2018-06-23,2018-06-18,0.12931822,-0.10591483,-0.14174238,-0.17568155,0.06369104,0.067301415,-0.16914788,-0.05376017,-0.062372267,-0.0003941413,-0.27415280397973624,-0.43440898195006045
105,2018-06-24,2018-06-18,-0.27508485,-0.37795225,-0.32486418,-0.3398304,-0.29327863,-0.27980658,-0.33596012,-0.33579838,-0.2927897,-0.31778115,-0.43944957756951747,-0.5491259857032209
105,2018-06-25,2018-06-18,-0.3967983,-0.3645464,-0.32420063,-0.34586415,-0.3536504,-0.3777805,-0.33042812,-0.36334127,-0.3490734,-0.36948726,-0.5038475319491326,-0.49646045216199725
105,2018-06-26,2018-06-18,0.09091495,0.07348579,0.2698522,0.2724051,0.16977087,0.061146278,0.27066773,0.098406374,0.23503834,0.16035329,-0.3859149758180426,-0.5097571957788408
105,2018-06-27,2018-06-18,0.1861118,0.07884603,0.2811317,0.28345546,0.22651649,0.19080287,0.30450428,0.18050152,0.2432966,0.21453752,-0.22809218883642182,-0.28744954759657987
105,2018-06-28,2018-06-18,0.19087368,0.08821111,0.23023549,0.22532116,0.24057369,0.22602122,0.19840547,0.18106836,0.22454643,0.22562546,-0.19958675154018193,-0.2899698454063084
105,2018-06-29,2018-06-18,0.18611717,0.07216739,0.04327996,0.034461416,0.21180429,0.1263656,0.03576477,0.067786306,0.0927743,0.1880592,-0.31725858720819655,-0.2947497205626901
105,2018-06-30,2018-06-18,0.14267677,-0.122571535,-0.13267775,-0.14769147,0.07489179,0.024223605,-0.16674896,-0.028282732,-0.044808358,0.0038172342,-0.3949532852046553,-0.40407850141229296
105,2018-07-01,2018-06-18,-0.28077686,-0.39356667,-0.32019955,-0.33819738,-0.29303208,-0.27110475,-0.3369116,-0.32834518,-0.28234953,-0.3272453,-0.65211056861799,-0.5635525179933911
105,2018-07-02,2018-06-18,-0.40991575,-0.41870442,-0.33070794,-0.34236318,-0.35739985,-0.375748,-0.357309,-0.37807074,-0.3477475,-0.39204928,-0.8379173519697,-0.47629806968416905
106,2018-06-19,2018-06-18,0.07229017,0.09708994,0.1360771,0.14914352,0.14948358,0.20272076,0.15177743,0.15653777,0.15193772,0.14513361,0.304202817677006,-0.0529379963408613
106,2018-06-20,2018-06-18,0.13121164,0.20644847,0.28074375,0.31140617,0.18971997,0.21844165,0.33182847,0.22129849,0.22603817,0.26589608,0.2887209460946483,0.3649763756897395
106,2018-06-21,2018-06-18,0.15176943,0.24118778,0.36944944,0.41414276,0.20042695,0.24814406,0.42408872,0.22199257,0.26813045,0.3040392,0.3482444150976262,0.2566994353062935
106,2018-06-22,2018-06-18,0.16832048,0.24155568,0.23901704,0.23893073,0.26045302,0.19179283,0.24640384,0.22383949,0.2472106,0.26878357,0.7696205720783195,1.0596412223416174
106,2018-06-23,2018-06-18,0.17545006,0.2852243,0.27172905,0.2719187,0.26888248,0.32862085,0.27248046,0.22922698,0.3193031,0.29345843,0.3996903858837218,0.2297744412500192
106,2018-06-24,2018-06-18,0.09682204,0.17310224,0.13011271,0.12920311,0.14891154,0.11893754,0.12085867,0.10698963,0.15959477,0.11913074,0.10476554027445978,-0.15688770553669182
106,2018-06-25,2018-06-18,-0.028158896,-0.0064693987,-0.007508955,-0.002501145,0.012057295,0.016205704,-0.011204481,-0.06230606,-0.0154198855,-0.022918373,-0.13909797732093915,0.14909561977425428
106,2018-06-26,2018-06-18,0.030077115,0.094494924,0.13690084,0.14335021,0.13748491,0.18878081,0.14599971,0.12500234,0.15847817,0.1298335,0.179482398780621,-0.018320146839937188
106,2018-06-27,2018-06-18,0.118927315,0.19512136,0.268962,0.28415662,0.17494567,0.21349178,0.3021791,0.1998221,0.23252784,0.25479904,0.40084431420041927,0.17294347165266868
106,2018-06-28,2018-06-18,0.13675022,0.25044248,0.36290923,0.38878834,0.1944287,0.21678962,0.3967172,0.20417002,0.2770585,0.292366,0.2757392525318017,0.4137298470702077
106,2018-06-29,2018-06-18,0.15463194,0.24611267,0.23471642,0.24246037,0.25484735,0.1979352,0.24577624,0.22595468,0.2457134,0.27096242,0.4824847426067653,0.5632597247755883
106,2018-06-30,2018-06-18,0.16576841,0.29964042,0.24868956,0.2682842,0.2770272,0.28719366,0.25304207,0.22164086,0.3473509,0.29891393,0.35180236074077675,0.13044044532097845
106,2018-07-01,2018-06-18,0.105378285,0.17035206,0.11758747,0.11590658,0.15111792,0.08932349,0.12357578,0.09000403,0.1597332,0.11332415,0.007547079592697798,-0.2865123197790411
106,2018-07-02,2018-06-18,-0.01136975,0.00023403764,-0.025041196,-0.019934759,-0.0003033206,-0.030729128,-0.0127752125,-0.07576817,-0.019510567,-0.034776106,-0.34767052056400705,-0.09967209316710886
