unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
T000006,2004-09-30,2003-12-31,35377.836,33775.746,36581.12,26732.229,35693.63,36934.887,50436.46,36374.746,28464.0,21570.805,39061.0,0,28464.0
T000006,2004-12-31,2003-12-31,45446.676,49237.723,48626.96,43101.03,48344.766,50474.785,54261.18,44168.62,43623.0,47737.39,53763.0,0,43623.0
T000007,2004-03-31,2003-12-31,285868.4,259345.94,279503.94,245659.2,270235.88,280550.53,304531.8,274663.5,325431.0,443996.8,220047.0,0,325431.0
T000007,2004-06-30,2003-12-31,189724.97,178941.39,246011.16,60662.266,255845.5,251835.94,266903.53,258396.72,47552.008,163492.0,256814.0,0,47552.0
T000007,2004-09-30,2003-12-31,281671.53,263392.16,292049.1,185809.86,295166.75,286244.62,355023.8,250170.53,232277.0,209529.97,317836.0,0,232277.0
T000007,2004-12-31,2003-12-31,281832.97,319617.28,324823.12,250302.27,287331.7,325045.94,360759.9,287679.5,261900.0,287499.03,331553.0,0,261900.0
T000008,2004-03-31,2003-12-31,115210.68,111298.375,110717.484,96372.805,115258.125,98886.34,120698.41,114476.88,120795.0,166042.81,112141.0,0,120795.0
T000008,2004-06-30,2003-12-31,84563.39,68242.11,79224.18,33910.867,98098.93,79668.27,99298.484,98509.664,27600.004,70147.41,124267.0,0,27600.0
T000008,2004-09-30,2003-12-31,129374.875,107917.87,106672.305,89999.91,123913.61,99128.22,132989.08,105991.81,104663.0,90864.21,147036.0,0,104663.0
T000008,2004-12-31,2003-12-31,137842.67,128461.99,118653.15,111741.6,129791.984,110593.73,127083.95,120657.35,115118.0,123524.875,155746.0,0,115118.0
T000009,2004-03-31,2003-12-31,66828.58,67284.836,68069.79,56943.223,64227.25,63077.86,77009.85,71199.09,68256.0,90798.84,64129.0,0,68256.0
T000009,2004-06-30,2003-12-31,76285.31,55409.473,62565.492,20751.031,80057.02,69003.695,73022.13,72583.72,15467.002,38218.523,92507.0,0,15467.0
T000009,2004-09-30,2003-12-31,88819.16,78519.79,76101.08,64187.887,81753.86,73425.85,87758.96,73459.14,71250.0,59023.312,83106.0,0,71250.0
T000009,2004-12-31,2003-12-31,88846.89,89931.59,87088.445,77896.88,88529.34,79733.06,93205.32,81990.93,79287.0,84534.48,96931.0,0,79287.0
T000010,2004-03-31,2003-12-31,74046.266,72864.7,71775.36,67096.66,67632.85,71790.58,88717.22,72420.19,71828.01,91870.63,74919.0,0,71828.0
T000010,2004-06-30,2003-12-31,84394.85,59780.258,67653.6,22756.844,87640.484,82575.71,83336.4,75959.53,15060.002,37921.223,118625.0,0,15060.0
T000010,2004-09-30,2003-12-31,116326.59,88421.3,86045.9,73609.45,87715.06,89717.695,124101.984,79622.695,75450.0,60739.168,109970.0,0,75450.0
T000010,2004-12-31,2003-12-31,116881.08,120766.336,117965.08,103165.234,115455.16,113341.05,134552.77,105171.55,103391.0,114184.0,160406.0,0,103391.0
T000011,2004-03-31,2003-12-31,60748.168,51120.13,52590.062,49353.133,51713.008,47627.777,64886.707,54893.21,53581.0,69428.88,61108.0,0,53581.0
T000011,2004-06-30,2003-12-31,53149.008,38537.75,46308.77,14049.988,60870.777,51028.742,54278.99,54059.19,8639.002,25975.68,78788.0,0,8639.0
T000011,2004-09-30,2003-12-31,68450.055,58377.047,55553.227,48514.21,58803.676,53328.96,72662.305,57567.37,49963.0,39217.89,77397.0,0,49963.0
T000011,2004-12-31,2003-12-31,76193.88,82771.125,76711.805,72905.19,79136.234,69585.75,82790.75,73237.14,73215.0,81113.28,99617.0,0,73215.0
T000012,2004-03-31,2003-12-31,517205.5,522700.5,549666.75,427947.16,487567.2,516979.75,536014.75,512688.5,554700.0,801452.25,481812.0,0,554700.0
T000012,2004-06-30,2003-12-31,511502.8,397801.2,485333.56,186900.88,550417.4,518173.44,538556.6,497455.9,156247.02,390171.78,500956.0,0,156247.0
T000012,2004-09-30,2003-12-31,680744.5,630315.4,608271.56,511655.75,705034.4,577131.7,709188.94,551711.2,598359.0,573639.56,562476.0,0,598359.0
T000012,2004-12-31,2003-12-31,635977.44,627317.94,608680.56,525682.75,617125.4,591556.5,651645.7,589435.75,543072.0,576894.1,529551.0,0,543072.0
T000013,2004-03-31,2003-12-31,2430574.0,2377983.2,2508097.0,2045266.2,2574490.0,2622673.5,2495475.8,2456096.2,2130761.0,2481915.5,2919108.0,0,2130761.0
T000013,2004-06-30,2003-12-31,2139487.8,1786129.1,2145224.5,1261221.6,2018413.6,2084130.2,2050715.4,1931570.2,1104599.1,1534427.5,2749023.0,0,1104599.0
T000013,2004-09-30,2003-12-31,2822849.5,2695657.8,2827703.5,2355770.0,2862622.5,2827424.2,2019044.6,2237804.0,2401131.0,2114980.2,3311344.0,0,2401131.0
T000013,2004-12-31,2003-12-31,2862676.5,3061391.5,3050709.5,2828172.5,3049144.5,3077052.5,2255152.5,2949266.0,2830720.0,3031650.0,3266387.0,0,2830720.0
T000014,2004-03-31,2003-12-31,21369.846,20712.574,21985.018,18113.98,22657.246,20899.418,22899.5,21356.41,21314.25,27710.998,23208.85,0,21314.25
T000014,2004-06-30,2003-12-31,20511.516,14671.471,18182.133,7551.09,21076.262,19132.734,20397.318,19757.121,6062.7207,12454.696,22829.93,0,6062.72
T000014,2004-09-30,2003-12-31,25602.697,22520.465,21965.016,19557.06,24729.46,21538.268,24723.84,21220.002,21503.71,17817.865,24061.42,0,21503.71
T000014,2004-12-31,2003-12-31,25607.99,26628.338,25256.902,23856.988,26966.629,23821.787,26207.057,24808.113,24250.88,25780.154,25766.56,0,24250.88
T000015,2004-03-31,2003-12-31,38558.88,37904.527,38944.82,33256.957,40723.02,35932.43,42030.336,39470.695,39475.0,51724.848,40589.02,0,39475.0
T000015,2004-06-30,2003-12-31,36673.43,27718.47,30217.969,14984.693,37223.05,31828.955,37735.047,37305.098,12632.001,24483.963,41456.37,0,12632.0
T000015,2004-09-30,2003-12-31,44966.28,40780.188,38933.46,34721.105,44821.617,36443.93,42943.695,39620.086,38527.6,32967.67,43929.66,0,38527.6
T000015,2004-12-31,2003-12-31,45308.336,46282.07,43074.832,41502.406,47027.535,39475.074,46213.875,43830.3,42306.48,44827.176,44795.07,0,42306.48
T000016,2004-03-31,2003-12-31,27546.201,27513.625,28247.035,23531.83,29657.207,25537.996,30408.44,28389.438,28162.2,37314.254,27856.2,0,28162.2
T000016,2004-06-30,2003-12-31,26282.934,19653.555,21020.398,10070.877,26858.164,22561.258,27565.84,26663.14,8248.321,17219.742,28882.24,0,8248.32
T000016,2004-09-30,2003-12-31,32591.662,29882.85,28475.943,25517.58,32705.484,26348.176,30250.93,28642.324,28410.88,24373.176,30120.3,0,28410.88
T000016,2004-12-31,2003-12-31,32556.463,33739.965,30871.625,30224.855,34008.516,28462.6,32665.023,31884.162,30816.64,32690.537,30458.72,0,30816.64
T000017,2004-03-31,2003-12-31,10253.117,10100.53,11704.544,9223.759,11906.21,11154.804,12602.017,10548.329,10555.3,13258.909,11434.31,0,10555.3
T000017,2004-06-30,2003-12-31,9906.073,7448.6875,9655.22,4420.805,8999.453,9180.755,11621.655,9775.556,3763.3503,6464.3867,11921.31,0,3763.35
T000017,2004-09-30,2003-12-31,13033.617,10869.8,12147.641,9501.299,12207.359,11567.379,6817.2603,10398.863,10273.13,8499.436,13012.75,0,10273.13
T000017,2004-12-31,2003-12-31,13134.143,12881.957,11451.428,11713.542,13155.55,12439.004,11279.257,12097.719,11874.81,12587.153,13669.53,0,11874.81
T000018,2003-09-30,2003-06-30,591.93964,675.5283,640.2317,634.23114,653.9056,638.54865,636.3167,665.05334,639.0,615.0201,584.0,0,639.0
T000018,2003-12-31,2003-06-30,548.05725,576.82983,557.38184,595.60315,566.94916,559.2793,561.07104,538.9663,598.0,571.178,578.0,0,598.0
T000018,2004-03-31,2003-06-30,565.9257,552.26196,575.33276,536.34485,528.50616,566.5356,665.9939,531.43604,531.0,550.20715,482.0,0,531.0
T000018,2004-06-30,2003-06-30,602.7097,607.65015,620.71436,585.53815,621.58685,596.8681,713.67896,599.2957,585.0,594.1553,486.0,0,585.0
T000019,2003-09-30,2003-06-30,538.93066,575.17126,561.3907,574.79333,581.2748,544.09674,587.18555,564.0943,583.0,561.6494,559.0,0,583.0
T000019,2003-12-31,2003-06-30,487.1536,495.6923,484.7163,509.32425,509.1798,475.89984,493.2567,485.60556,512.0,468.62497,512.0,0,512.0
T000019,2004-03-31,2003-06-30,465.06454,442.99835,439.9078,435.4712,457.6883,448.23105,500.16385,457.08057,429.0,450.49503,474.0,0,429.0
T000019,2004-06-30,2003-06-30,556.16656,532.6842,535.73395,512.8938,541.8017,521.9608,606.24023,527.1697,513.0,527.0217,568.0,0,513.0
T000020,2003-09-30,2003-06-30,3051.4307,3019.6284,3040.2458,2692.7422,2985.2458,2982.0793,2764.8105,2942.4915,2870.0,2963.052,3023.0,0,2870.0
T000020,2003-12-31,2003-06-30,2363.396,2330.4805,2257.0266,2268.054,2406.728,2183.9106,2283.0906,2162.5596,2260.0,2358.0178,2245.0,0,2260.0
T000020,2004-03-31,2003-06-30,2589.1858,2636.3655,2556.7156,2320.7234,2554.664,2655.088,2459.934,2399.94,2408.0,2403.872,2421.0,0,2408.0
T000020,2004-06-30,2003-06-30,2667.9275,2772.7803,2721.4033,2532.9873,2750.5413,2799.6255,2647.9539,2718.5566,2559.0,2621.1611,2853.0,0,2559.0
T000021,2003-09-30,2003-06-30,2840.9055,2792.794,2745.9275,2400.9365,2857.964,2762.522,2541.6147,2752.7305,2466.0,2672.6152,2916.0,0,2466.0
T000021,2003-12-31,2003-06-30,1798.4734,1820.6821,1731.5845,1727.2991,1794.3158,1688.403,1742.4968,1717.8457,1693.0,1787.5576,1969.0,0,1693.0
T000021,2004-03-31,2003-06-30,1764.4996,1802.4235,1797.9806,1696.4587,1741.8456,1713.0785,1952.2737,1805.0203,1671.0,1759.043,1817.0,0,1671.0
T000021,2004-06-30,2003-06-30,2318.0024,2473.2732,2392.6108,2350.145,2446.9412,2352.78,2369.1177,2439.8198,2358.0,2459.2773,2535.0,0,2358.0
T000022,2003-09-30,2003-06-30,2036.2435,2034.9192,2066.6396,2036.5392,2026.142,1980.3683,2074.6125,1995.535,2064.0,2001.8743,2047.0,0,2064.0
T000022,2003-12-31,2003-06-30,1888.9636,1926.4248,1913.3711,1952.7692,1925.168,1871.367,1964.4636,1947.5839,1961.0,1903.1936,1958.0,0,1961.0
T000022,2004-03-31,2003-06-30,1900.6078,1875.7546,1861.7184,1844.3218,1864.0524,1856.0789,1910.0665,1938.3706,1848.0,1869.8693,1795.0,0,1848.0
T000022,2004-06-30,2003-06-30,2013.8407,1995.5676,1993.638,1924.4532,2000.7831,1967.8397,2232.9146,2069.0396,1928.0,1947.1223,2043.0,0,1928.0
T000023,2003-09-30,2003-06-30,1025.3973,1038.8135,1039.352,864.79004,1036.504,1009.2681,870.603,950.67535,982.0,1177.3667,981.0,0,982.0
T000023,2003-12-31,2003-06-30,957.3216,911.51807,912.3287,908.18097,937.0059,876.73193,1062.707,921.7473,899.00006,950.9945,917.0,0,899.0
T000023,2004-03-31,2003-06-30,1372.252,1328.0942,1291.8857,1180.2136,1340.6934,1278.8708,1134.5201,1156.2946,1285.0,1238.137,1236.0,0,1285.0
T000023,2004-06-30,2003-06-30,970.7233,985.685,966.83734,908.9205,975.4043,962.3663,1015.6239,1010.0458,924.0,942.9358,985.0,0,924.0
T000024,2003-09-30,2003-06-30,4915.3867,4940.213,4737.6714,4787.294,4855.891,4560.827,4742.855,4828.5225,4906.0,4712.5337,4797.0,0,4906.0
T000024,2003-12-31,2003-06-30,3849.7698,3867.183,3882.9949,4090.1885,3959.9915,3978.935,3733.195,3568.6182,4132.0,3694.1064,4203.0,0,4132.0
T000024,2004-03-31,2003-06-30,3661.067,3542.9924,3824.8833,3412.5981,3545.8003,3647.7307,4358.478,3531.0706,3386.0,3557.447,3697.0,0,3386.0
T000024,2004-06-30,2003-06-30,4522.968,4429.1924,4577.06,4178.504,4386.7207,4328.0547,4960.566,4274.196,4201.0,4342.8057,4806.0,0,4201.0
T000025,2003-09-30,2003-06-30,927.297,1028.8611,1068.6316,931.7431,1033.75,892.6247,965.11304,986.889,1063.0,1047.0493,1036.0,0,1063.0
T000025,2003-12-31,2003-06-30,520.1505,552.0603,546.9054,565.64996,547.7632,580.3771,595.1196,543.1564,570.0,516.8766,602.0,0,570.0
T000025,2004-03-31,2003-06-30,467.91498,516.36945,493.83945,469.97333,512.1566,548.56226,714.15155,486.33484,521.0,524.6895,532.0,0,521.0
T000025,2004-06-30,2003-06-30,725.2876,783.9927,727.90576,716.0786,771.2871,755.59534,926.2154,746.0242,736.0,794.9264,893.0,0,736.0
T000026,2003-09-30,2003-06-30,1027.4138,1088.1123,1032.5598,984.436,1099.2762,921.6963,1049.7155,1032.6035,1043.0,1041.5691,1117.0,0,1043.0
T000026,2003-12-31,2003-06-30,474.96243,562.4309,512.8192,556.30884,597.115,518.15216,509.33212,582.9843,560.0,406.4578,601.0,0,560.0
T000026,2004-03-31,2003-06-30,380.9332,322.0752,335.88498,316.9725,374.57327,369.61285,589.15247,537.1787,300.0,377.85202,287.0,0,300.0
T000026,2004-06-30,2003-06-30,887.904,814.4589,816.9628,762.834,824.5554,758.61615,929.01996,778.95953,772.0,845.92804,823.0,0,772.0
T000027,2003-09-30,2003-06-30,8987.91,9183.421,8763.055,7888.5405,9435.601,8693.322,8523.18,9019.648,8213.0,9010.041,9187.0,0,8213.0
T000027,2003-12-31,2003-06-30,3952.3696,4495.6694,4348.8613,4230.1816,4583.4956,4024.8171,4076.1416,4367.6157,4133.0,3989.765,4788.0,0,4133.0
T000027,2004-03-31,2003-06-30,3170.5376,3336.732,3551.8489,3269.8782,3167.226,3169.9583,4836.448,4221.3037,3070.0,3794.032,3656.0,0,3070.0
T000027,2004-06-30,2003-06-30,7039.508,7575.2393,7421.241,7056.977,7453.4854,6985.4326,7089.0503,7373.0415,7110.0,7681.3228,7358.0,0,7110.0
T000028,2003-09-30,2003-06-30,2560.2607,2640.6038,2530.4456,2427.0222,2621.6206,2532.146,2467.401,2577.6445,2408.0,2491.387,3023.0,0,2408.0
T000028,2003-12-31,2003-06-30,2188.4143,2283.81,2183.2705,2230.9988,2272.8865,2161.7615,2141.1667,2252.1873,2224.0,2184.6946,2438.0,0,2224.0
T000028,2004-03-31,2003-06-30,2232.1116,2193.141,2145.8794,2122.9236,2103.9172,2090.5505,2239.9316,2298.454,2081.0,2169.5312,2187.0,0,2081.0
T000028,2004-06-30,2003-06-30,2453.808,2482.9358,2450.5557,2387.312,2445.3958,2388.3157,2576.928,2484.802,2383.0,2420.587,2579.0,0,2383.0
T000029,2003-09-30,2003-06-30,2933.5483,2864.3125,2853.0854,2721.5342,2945.3965,2771.6975,2808.9956,2821.029,2793.0,2735.4932,2875.0,0,2793.0
T000029,2003-12-31,2003-06-30,2362.8396,2445.69,2417.9004,2406.484,2520.1924,2377.1226,2431.8464,2487.0273,2417.0,2261.4595,2583.0,0,2417.0
T000029,2004-03-31,2003-06-30,2442.4526,2254.152,2265.0967,2195.17,2288.6277,2263.8093,2247.7437,2283.2358,2201.0,2237.614,2424.0,0,2201.0
T000029,2004-06-30,2003-06-30,2683.8828,2540.6316,2564.8418,2493.7468,2569.5784,2510.2505,2836.9868,2570.1843,2505.0,2563.0874,2715.0,0,2505.0
T000030,2003-09-30,2003-06-30,1351.2235,1354.0267,1317.3374,1240.4825,1374.509,1240.0864,1313.2837,1322.9397,1313.0,1363.8296,1298.0,0,1313.0
T000030,2003-12-31,2003-06-30,667.4363,702.31573,687.9997,710.9092,724.48315,640.80475,680.2543,727.12964,704.0,624.01306,711.0,0,704.0
T000030,2004-03-31,2003-06-30,558.67926,535.57996,561.2881,527.04083,515.8115,557.9662,830.73126,708.1869,513.0,595.6896,547.0,0,513.0
T000030,2004-06-30,2003-06-30,1091.1079,1134.8458,1125.3369,1051.2463,1116.117,1071.1179,1164.1598,1099.9341,1062.0,1145.1123,1140.0,0,1062.0
T000031,2003-09-30,2003-06-30,303.6994,290.8084,300.7287,301.4473,322.696,306.48248,268.56116,256.67892,350.0,276.4909,306.0,0,350.0
T000031,2003-12-31,2003-06-30,268.0589,239.1064,243.96552,282.56665,265.79324,260.3647,238.12535,154.7929,294.0,240.85931,301.0,0,294.0
T000031,2004-03-31,2003-06-30,302.2945,249.24236,256.6802,217.62201,244.11008,261.9228,322.5055,166.6784,246.0,235.06451,271.0,0,246.0
T000031,2004-06-30,2003-06-30,270.62976,255.59714,265.36414,188.2567,281.76102,251.90063,305.6017,217.96103,195.0,209.24771,291.0,0,195.0
T000032,2003-09-30,2003-06-30,3199.0916,3361.5293,3337.4604,2847.6072,3439.0227,2871.3384,3095.0134,3174.4658,3383.9998,3288.5312,3397.0,0,3384.0
T000032,2003-12-31,2003-06-30,575.0968,821.531,713.39966,780.5106,944.08984,682.36224,747.9833,783.2506,801.0,360.3269,762.0,0,801.0
T000032,2004-03-31,2003-06-30,224.64404,161.4419,222.3797,57.96936,186.60583,401.268,1244.1407,459.66724,192.0,299.06934,197.0,0,192.0
T000032,2004-06-30,2003-06-30,2075.5298,2007.6974,1886.8031,1770.1957,2043.6733,2009.9478,2124.585,1892.475,1859.0,2186.5244,1725.0,0,1859.0
T000033,2003-09-30,2003-06-30,172.12625,160.338,152.93271,173.70767,161.85489,143.7413,162.91896,138.95805,151.0,116.26175,163.0,0,151.0
T000033,2003-12-31,2003-06-30,210.20183,213.20134,187.91367,215.59914,212.3161,196.38226,178.12296,221.5733,221.0,228.29485,284.0,0,221.0
T000033,2004-03-31,2003-06-30,144.3769,132.04282,157.17493,138.14745,145.4406,129.97238,142.01495,116.26674,120.0,155.01892,159.0,0,120.0
T000033,2004-06-30,2003-06-30,137.76065,136.41406,162.28964,140.72676,142.6866,136.03603,188.32964,145.9195,136.0,142.0311,170.0,0,136.0
T000034,2003-09-30,2003-06-30,365.85117,377.91223,359.98877,337.27563,383.68274,336.56036,348.5771,369.33017,361.0,347.0825,378.0,0,361.0
T000034,2003-12-31,2003-06-30,208.85559,240.87518,228.17993,235.10683,244.93098,220.65738,224.14142,242.84477,236.0,194.4006,223.0,0,236.0
T000034,2004-03-31,2003-06-30,196.98993,186.25641,198.78754,177.95396,189.69743,197.57855,232.08028,211.18362,180.0,189.11496,179.0,0,180.0
T000034,2004-06-30,2003-06-30,299.7994,282.89606,290.11642,270.5693,283.1606,273.8982,304.9279,277.61115,273.0,291.03156,289.0,0,273.0
T000035,2003-09-30,2003-06-30,348.4013,370.12613,352.70383,355.52402,359.85345,355.87762,357.21982,358.78598,357.0,361.43173,371.0,0,357.0
T000035,2003-12-31,2003-06-30,300.75525,305.24747,310.07327,313.99585,313.2172,301.6382,301.84756,293.9075,312.0,297.47833,362.0,0,312.0
T000035,2004-03-31,2003-06-30,285.549,293.00204,315.1024,289.04153,284.62463,319.56155,335.3866,303.0652,283.0,294.3363,349.0,0,283.0
T000035,2004-06-30,2003-06-30,349.21536,349.50363,356.12915,337.3964,341.99655,337.4171,373.5722,345.05164,336.0,343.5167,400.0,0,336.0
T000036,2003-09-30,2003-06-30,513.7464,533.26245,517.0674,535.57263,540.2009,511.7793,545.24115,522.77747,530.0,533.30725,525.0,0,530.0
T000036,2003-12-31,2003-06-30,467.3831,468.99725,474.03262,487.99728,489.15018,474.47348,474.53198,466.6321,488.0,455.51843,551.0,0,488.0
T000036,2004-03-31,2003-06-30,440.66626,432.9687,456.42496,429.7724,448.82767,440.64523,494.48062,453.93518,416.0,443.05325,485.0,0,416.0
T000036,2004-06-30,2003-06-30,530.38513,513.68866,523.101,502.2636,517.76447,499.5405,587.5015,514.10034,500.0,511.31332,585.0,0,500.0
T000037,2003-09-30,2003-06-30,896.82166,1043.0493,1029.9186,917.1047,1067.3984,830.2036,967.1767,967.7072,1107.9999,1017.24023,1108.0,0,1108.0
T000037,2003-12-31,2003-06-30,278.28165,356.39935,315.1208,348.6317,381.714,342.7192,310.1916,334.98163,367.0,168.42319,380.0,0,367.0
T000037,2004-03-31,2003-06-30,163.62802,148.0477,180.40096,82.36618,161.27795,203.78491,444.3719,248.31409,146.0,162.75412,158.0,0,146.0
T000037,2004-06-30,2003-06-30,684.3241,603.27954,609.1113,511.13232,620.99506,582.1984,669.1946,560.9624,542.0,641.5285,756.0,0,542.0
T000038,2003-09-30,2003-06-30,2330.9277,2194.83,2191.958,2057.9653,2244.0276,2214.2334,2114.7544,2104.0635,2104.0,2038.1534,2139.0,0,2104.0
T000038,2003-12-31,2003-06-30,2111.472,2061.505,2026.464,2009.1493,2083.9226,2004.108,2097.4614,2029.2361,2019.0,1966.161,2031.0,0,2019.0
T000038,2004-03-31,2003-06-30,2114.1682,1999.3013,2002.5067,1936.0459,2019.9203,2006.7002,1837.3833,1963.3046,1959.0,1956.6345,1971.0,0,1959.0
T000038,2004-06-30,2003-06-30,2087.7788,1969.9557,1974.4222,1944.655,1995.797,1973.0336,2186.9846,2022.7524,1951.0,1966.941,1815.0,0,1951.0
T000039,2003-03-31,2002-12-31,10883.057,10597.083,10532.253,12480.73,10642.3955,9950.421,12814.456,10169.127,10300.0,10384.112,10500.0,0,10300.0
T000039,2003-06-30,2002-12-31,14967.6875,14638.521,14144.577,14534.996,15408.428,14061.811,13108.213,15112.205,14800.0,15750.045,11000.0,0,14800.0
T000039,2003-09-30,2002-12-31,11039.231,9882.924,10240.91,10045.74,10293.93,9642.589,8718.854,8763.95,8400.0,11737.911,11100.0,0,8400.0
T000039,2003-12-31,2002-12-31,14703.333,11708.885,11754.021,11815.092,12323.833,11753.534,13790.879,11925.396,11500.0,12044.93,13100.0,0,11500.0
T000040,2003-03-31,2002-12-31,7139.7964,7037.222,6887.1406,7610.507,6831.0264,6060.4473,7357.674,6816.481,7599.9995,6414.0703,5500.0,0,7600.0
T000040,2003-06-30,2002-12-31,8116.082,7947.3804,7952.7305,7925.933,7920.069,8453.596,7541.6377,7811.207,8100.0,7998.181,7200.0,0,8100.0
T000040,2003-09-30,2002-12-31,6643.324,6545.0366,8040.3486,6462.144,6820.9395,6584.8823,9179.811,6111.823,6400.0,6840.3486,6300.0,0,6400.0
T000040,2003-12-31,2002-12-31,7082.06,6809.424,8194.832,6489.585,7140.5654,7734.6055,8825.967,6866.24,6500.0,6595.9146,8000.0,0,6500.0
T000041,2000-03-31,1999-12-31,2666.7952,2645.9236,2712.0781,2815.8096,2722.3904,2433.624,2878.1648,2615.9575,2564.0,2888.586,2012.0,0,2564.0
T000041,2000-06-30,1999-12-31,3027.653,3037.9805,3122.979,2952.72,3046.4102,3043.7703,3062.9539,3037.5361,2937.0,3110.2637,3525.0,0,2937.0
T000041,2000-09-30,1999-12-31,2741.2092,2700.0496,2893.8313,2786.956,2721.195,2644.2625,3039.5125,2699.7126,2606.0,2905.7542,2586.0,0,2606.0
T000041,2000-12-31,1999-12-31,3182.4736,3058.5227,3174.4595,3013.3635,2986.9758,3241.999,3518.455,3056.8374,2972.0,3032.6282,2791.0,0,2972.0
T000042,2000-03-31,1999-12-31,4110.7944,3571.9165,3613.101,4120.088,3853.8232,3415.3413,3738.3909,3828.6724,3286.0,3644.8757,2447.0,0,3286.0
