unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,SeasonalNaive
0,2018-07-01,2018-06-18,-0.11607841,-0.25405735,-0.18082112,-0.17911199,-0.270832,-0.22513595,-0.17777988,-0.27459726,-0.19602583,-0.20386565,-0.2525434519326363,-0.4089768439618096
0,2018-07-02,2018-06-18,-0.26940495,-0.20208259,-0.19933316,-0.19652444,-0.2514492,-0.120269544,-0.21122453,-0.20859516,-0.22924294,-0.22231308,-0.5266082196913187,-0.24464690124709051
1,2018-06-19,2018-06-18,-0.0013221651,-0.010649074,-0.05997692,0.0034920536,-0.03385116,-0.040746912,-0.055499602,-0.0017520785,-0.026962927,-0.011404246,-0.018652265241135783,-0.3408676938865139
1,2018-06-20,2018-06-18,0.06300079,0.036909588,0.030070312,0.05431633,-0.006839345,0.015004791,0.056104533,0.08931142,0.05459676,0.026318587,-0.21379562665698962,-0.05205212814202472
1,2018-06-21,2018-06-18,0.07375971,0.05352301,0.03234195,0.10141623,0.026446344,0.024241157,0.042469986,0.1027426,0.050262563,0.03363005,-0.20540327531894897,-0.06536121056699827
1,2018-06-22,2018-06-18,0.059457254,0.02469661,-0.053030428,0.014594778,-0.028749356,-0.013842292,-0.061952256,-0.055145457,-0.022761669,0.016830578,-0.07553375764341112,-0.11020518892885171
1,2018-06-23,2018-06-18,0.025371522,-0.09465692,-0.048837617,-0.076631546,-0.11895546,-0.060957324,-0.06909062,-0.0142784715,-0.073780775,-0.047420315,-0.18192164581756257,-0.3245068473386165
1,2018-06-24,2018-06-18,-0.2456264,-0.2303984,-0.25359172,-0.26556417,-0.2641874,-0.2912528,-0.27389273,-0.25757846,-0.2453288,-0.26308703,-0.42021356108253444,-0.5270253053848698
1,2018-06-25,2018-06-18,-0.3685854,-0.33806133,-0.3165602,-0.3370693,-0.36181486,-0.34437987,-0.32825515,-0.33764443,-0.3313227,-0.3422212,-0.507782237165322,-0.3883395802431074
1,2018-06-26,2018-06-18,-0.04723136,-0.028774519,-0.037335966,-0.010489309,-0.0646768,-0.053902354,-0.05151923,-0.022068292,-0.021145195,-0.03007926,-0.3964776179042377,-0.4054633678217357
1,2018-06-27,2018-06-18,0.04391834,0.026415497,0.048263587,0.05951156,-0.02750275,0.008115597,0.05305711,0.091494635,0.035339467,0.01895637,-0.17335975202824838,-0.16369583230565618
1,2018-06-28,2018-06-18,0.069238044,0.054270506,0.054635786,0.073295206,0.031826824,0.032087155,0.030267648,0.10370503,0.03532514,0.03665801,-0.15589687954707293,-0.17615720247426195
1,2018-06-29,2018-06-18,0.07500295,0.0031636134,-0.033186417,0.02305663,0.0027653947,-0.0017006695,-0.041446194,-0.024323463,-0.014296817,0.02684664,-0.282290776971503,-0.156998905480351
1,2018-06-30,2018-06-18,0.051996507,-0.101367705,-0.03951367,-0.0713847,-0.12261534,-0.05613008,-0.06906949,0.004084334,-0.062392257,-0.04474999,-0.33934181182505196,-0.25923300359830054
1,2018-07-01,2018-06-18,-0.259534,-0.23955664,-0.24491107,-0.26272905,-0.2893331,-0.27193004,-0.26494187,-0.25217462,-0.24131867,-0.26687697,-0.2837318878073282,-0.4791295629000924
1,2018-07-02,2018-06-18,-0.39209586,-0.3344124,-0.31530228,-0.32436052,-0.34163246,-0.33122268,-0.34066057,-0.35362864,-0.33292907,-0.3565937,-0.5365196826561884,-0.3707919365362951
10,2018-06-19,2018-06-18,0.1254004,0.16719894,0.07013574,0.14444178,0.11404276,0.0861264,0.081863806,0.1694923,0.12925255,0.12454949,-0.03505907371387599,-0.006995249097540673
10,2018-06-20,2018-06-18,0.18463397,0.22827315,0.17145678,0.17232934,0.1440749,0.19543487,0.19118793,0.23394534,0.21141219,0.19581428,-0.11058736692044786,-0.003944833378373781
10,2018-06-21,2018-06-18,0.22736286,0.2519075,0.23034784,0.23195946,0.16995142,0.22901061,0.27466866,0.2525665,0.2733931,0.2246561,-0.03383890742620917,-0.18391936080921967
10,2018-06-22,2018-06-18,0.23917262,0.26423302,0.3449086,0.31115273,0.18103752,0.23164424,0.32383704,0.28131387,0.34455165,0.31905335,0.006060530180493598,-0.004676933150973857
10,2018-06-23,2018-06-18,0.21999848,0.18720643,0.16273582,0.16042915,0.087526724,0.15812643,0.14043492,0.15817258,0.16571985,0.21461163,-0.048480902878210254,-0.2052722708433878
10,2018-06-24,2018-06-18,-0.16580836,-0.15597254,-0.14046308,-0.14428997,-0.22630061,-0.19142926,-0.17589842,-0.19346371,-0.13810948,-0.16884188,-0.2538348890925245,-0.4308810174329701
10,2018-06-25,2018-06-18,-0.32718724,-0.2632473,-0.24032202,-0.25898704,-0.3363335,-0.25970918,-0.26394242,-0.2734462,-0.287859,-0.285647,-0.4051355087632016,-0.568759807939313
10,2018-06-26,2018-06-18,0.12826194,0.15436849,0.08194404,0.123776495,0.028751537,0.06544499,0.08485151,0.137988,0.07987884,0.09556951,-0.30849833877999494,-0.3575490235441983
10,2018-06-27,2018-06-18,0.21818417,0.20906109,0.16748804,0.16008878,0.06555425,0.18614519,0.16419385,0.23544356,0.21839228,0.17211905,-0.0587302996946109,-0.18684775989961985
10,2018-06-28,2018-06-18,0.2274069,0.25192237,0.24090448,0.2153945,0.14059123,0.23917162,0.24313182,0.24338433,0.27741784,0.2250537,-0.06629533067814479,-0.1384071582792498
10,2018-06-29,2018-06-18,0.22637449,0.23686753,0.328571,0.31326526,0.14769292,0.24287394,0.31465113,0.30859932,0.3172352,0.3198052,-0.15853990202575122,-0.11986063070671521
10,2018-06-30,2018-06-18,0.19032305,0.17579953,0.15868616,0.1501281,0.068286926,0.16540949,0.12853159,0.16997789,0.18512338,0.21162277,-0.12400919608478213,-0.35986733949076516
10,2018-07-01,2018-06-18,-0.17383064,-0.16409299,-0.13473815,-0.13914701,-0.22842216,-0.16927868,-0.15986241,-0.18593717,-0.13062827,-0.17190468,-0.2582274877281248,-0.45382014364110507
10,2018-07-02,2018-06-18,-0.3238778,-0.25946915,-0.24463457,-0.24160951,-0.3588254,-0.24774152,-0.27434433,-0.2687501,-0.2892209,-0.29373577,-0.4791996024245735,-0.29568659275949405
100,2018-06-19,2018-06-18,0.25184238,0.35913295,0.2500411,0.31124842,0.23087154,0.39073026,0.2547755,0.23940204,0.27501637,0.38391986,0.31749141236902084,-0.2769052927593166
100,2018-06-20,2018-06-18,0.32776886,0.48737824,0.7013266,0.60640496,0.3831129,0.53643394,0.75188595,0.35552818,0.4873981,0.5042696,-0.44641842718480534,0.08334942984624465
100,2018-06-21,2018-06-18,0.34553474,0.49626523,0.4250548,0.46918184,0.45596245,0.49539214,0.4884258,0.3434685,0.43203864,0.3995458,0.7139131302601687,0.156941402862134
100,2018-06-22,2018-06-18,0.31934655,0.4395085,0.27064967,0.3757437,0.29063267,0.32585606,0.2527103,0.24741285,0.34987324,0.32217616,0.33793362709565683,0.17565389172728538
100,2018-06-23,2018-06-18,0.24611913,0.20724635,0.23774561,0.23307464,0.13594294,0.20366058,0.2176987,0.14778696,0.21531367,0.26221973,-0.15425200439950085,0.015575625637167002
100,2018-06-24,2018-06-18,-0.26389188,-0.20353992,-0.23552313,-0.23119406,-0.27537054,-0.28319526,-0.26592875,-0.29655957,-0.21845943,-0.25439256,-0.3989295898967742,0.13162450616222332
100,2018-06-25,2018-06-18,-0.38994384,-0.36063296,-0.32840854,-0.35064334,-0.4156711,-0.32411313,-0.34130484,-0.41965258,-0.37216404,-0.3911631,-0.5511454657074172,-0.14261566678587734
100,2018-06-26,2018-06-18,0.22375926,0.35238498,0.26139772,0.2810347,0.20448828,0.35577148,0.2538844,0.19886447,0.31164873,0.34865052,-0.43116539004262316,-0.2769052927593166
100,2018-06-27,2018-06-18,0.33686155,0.47130722,0.7134248,0.624357,0.35462046,0.5131452,0.75394,0.35023487,0.5016403,0.51516706,-0.20881699293905995,0.08334942984624465
100,2018-06-28,2018-06-18,0.34488297,0.50903386,0.4626261,0.46407825,0.44708362,0.5053238,0.46957272,0.33380848,0.490107,0.42887765,-0.18302835282238072,0.156941402862134
100,2018-06-29,2018-06-18,0.32291353,0.40005177,0.27256542,0.38549113,0.36244854,0.3488162,0.26917523,0.29768902,0.34612542,0.342187,-0.3767576493086537,0.17565389172728538
100,2018-06-30,2018-06-18,0.22784565,0.21193896,0.24629226,0.24814044,0.19094433,0.2067995,0.22228348,0.1673721,0.24529696,0.26110902,-0.4407575061835831,0.015575625637167002
100,2018-07-01,2018-06-18,-0.2748145,-0.22310527,-0.23885408,-0.22526841,-0.20043421,-0.24463479,-0.258475,-0.30170906,-0.22474864,-0.2675646,-0.2811509835102332,0.13162450616222332
100,2018-07-02,2018-06-18,-0.39775497,-0.35175794,-0.34551984,-0.3283487,-0.37801647,-0.29950988,-0.37005627,-0.43691093,-0.37774715,-0.41265023,-0.3937404123123205,-0.14261566678587734
101,2018-06-19,2018-06-18,0.05458864,0.096937746,0.06203454,0.080815084,0.064363234,0.05407924,0.06647281,0.087644935,0.04271534,0.09893485,0.1173922469789429,-0.3075753681708499
101,2018-06-20,2018-06-18,0.06429003,0.1255554,0.12289714,0.11790399,0.09228793,0.09142248,0.14349481,0.12984285,0.08418185,0.13600935,0.16928064730723635,0.03559931686643048
101,2018-06-21,2018-06-18,0.090994634,0.15652126,0.13017738,0.13242103,0.11671697,0.10219915,0.14922644,0.14269948,0.10315543,0.14907996,0.06695866161312501,0.15230780607835528
101,2018-06-22,2018-06-18,0.102375425,0.1488907,0.056937896,0.029432304,0.072709456,0.08604506,0.03941465,0.06889337,0.049666196,0.113537274,0.1770396604404392,0.22731159969931536
101,2018-06-23,2018-06-18,0.10831336,0.1554886,0.10727459,0.12305808,0.120493054,0.1049476,0.10164274,0.12244573,0.11332939,0.14413948,0.05758318741050497,-0.07044052928734056
101,2018-06-24,2018-06-18,-0.0784224,-0.05224332,-0.104798116,-0.0906936,-0.020617962,-0.098122746,-0.12667045,-0.081147045,-0.061358605,-0.06639083,-0.18763395682009057,-0.4204043508161734
101,2018-06-25,2018-06-18,-0.22343178,-0.1599719,-0.16262928,-0.20329186,-0.19731036,-0.17837368,-0.1745198,-0.17398913,-0.1983197,-0.16582943,-0.4126453376829706,-0.24566490921216955
101,2018-06-26,2018-06-18,0.028988063,0.079521924,0.05926221,0.057028815,0.054864794,0.038917296,0.055501416,0.056416254,0.03969522,0.074155584,-0.2627993965479923,-0.34928006376181475
101,2018-06-27,2018-06-18,0.09070815,0.122471005,0.116206594,0.10380494,0.08027677,0.08233866,0.12017101,0.11875795,0.08198521,0.11707147,0.008119478686337382,-0.029705710338026107
101,2018-06-28,2018-06-18,0.10577485,0.15609822,0.12969872,0.11436993,0.13405636,0.104494855,0.12843844,0.13820797,0.10003456,0.14799239,0.0394788234330319,0.027355365412402605
101,2018-06-29,2018-06-18,0.119153805,0.13717462,0.048639942,0.026272055,0.099638954,0.090168536,0.04232635,0.076088786,0.044156007,0.11462498,0.06792853825477539,0.06857512268254225
101,2018-06-30,2018-06-18,0.11289872,0.15762936,0.09310631,0.10878475,0.12079996,0.10315707,0.06879194,0.11245778,0.11110718,0.14551997,0.013615446322355979,-0.0963039063980164
101,2018-07-01,2018-06-18,-0.092093274,-0.046751466,-0.12187188,-0.10919124,-0.038777746,-0.09216066,-0.14110154,-0.083109915,-0.06388574,-0.07003831,-0.12055082243927506,-0.4878107774108724
101,2018-07-02,2018-06-18,-0.24622835,-0.15072054,-0.17031935,-0.19851965,-0.21602863,-0.17316635,-0.1842504,-0.18638174,-0.20175487,-0.17231785,-0.35849389185749303,-0.2839750365573582
102,2018-06-19,2018-06-18,0.20969927,0.22259583,0.15220612,0.18231516,0.21314934,0.23775746,0.1771555,0.18838097,0.15945421,0.17525564,0.19745314934956107,-0.6474151391883742
102,2018-06-20,2018-06-18,0.26404488,0.28304553,0.2863739,0.28870994,0.2767902,0.3063207,0.33574724,0.22084187,0.45556158,0.3267393,0.2420164213518876,-0.18234329639866206
102,2018-06-21,2018-06-18,0.30244362,0.36778808,0.71295077,0.6511569,0.35316575,0.21649732,0.72942555,0.24700058,0.6732202,0.3913628,0.1864498723119495,0.09622300060353539
102,2018-06-22,2018-06-18,0.30905867,0.31771123,0.269179,0.25702313,0.20167795,0.21598104,0.27961555,0.20898071,0.3127275,0.26803026,0.18865052771947186,0.13326736663016073
102,2018-06-23,2018-06-18,0.28560418,0.23741841,0.22296932,0.26215625,0.050606504,0.18317749,0.20809677,0.20680183,0.2409271,0.24359521,0.022134268550284716,-0.2551483127975247
102,2018-06-24,2018-06-18,-0.10294841,-0.12246932,-0.059775412,-0.042048737,-0.20180759,-0.15130441,-0.07288818,-0.06754327,-0.06260002,-0.10609436,-0.37655113611250474,-0.7204035435378637
102,2018-06-25,2018-06-18,-0.26441413,-0.23912801,-0.2189328,-0.22810352,-0.3332538,-0.256581,-0.22018556,-0.15731597,-0.24272333,-0.24660179,-0.5606726385418703,-0.5188601857989467
102,2018-06-26,2018-06-18,0.1825982,0.20629056,0.15417257,0.15364492,0.112325035,0.2183328,0.15778567,0.15495782,0.1683457,0.124511436,-0.41432905394163755,-0.6012013756304059
102,2018-06-27,2018-06-18,0.2854737,0.26962048,0.29910418,0.3014025,0.19287266,0.31393045,0.32980782,0.19467288,0.4485466,0.29687175,0.028002682970344167,-0.07432779347944259
102,2018-06-28,2018-06-18,0.29984674,0.37810108,0.7121407,0.6446879,0.18165746,0.2558274,0.73214304,0.21595155,0.5606787,0.3770312,0.0965897765047891,-0.014910097476340653
102,2018-06-29,2018-06-18,0.30098927,0.29738557,0.25081405,0.2595998,0.109182745,0.26010942,0.2678982,0.255441,0.29949427,0.26618513,0.14922211833469742,0.0280026829703442
102,2018-06-30,2018-06-18,0.24983726,0.24759835,0.19405851,0.2445428,0.04609233,0.21409099,0.17697428,0.23337795,0.25266603,0.24877328,0.06486366104634268,-0.16767226034851343
102,2018-07-01,2018-06-18,-0.10639571,-0.1193078,-0.075469784,-0.051091254,-0.28108647,-0.07945216,-0.08396612,-0.09874746,-0.061604902,-0.11996335,-0.14951685323645447,-0.7238879145997741
102,2018-07-02,2018-06-18,-0.26171923,-0.21598093,-0.21391204,-0.19009033,-0.37490606,-0.21179728,-0.20195718,-0.1879549,-0.24562456,-0.241727,-0.3704993337418185,-0.2711030645020614
103,2018-06-19,2018-06-18,0.06443303,0.06789036,0.04176452,0.090141684,0.04649426,0.07507256,0.05280297,0.086983085,0.07589927,0.10024441,0.09091427970813377,-0.10300253373210148
103,2018-06-20,2018-06-18,0.13422757,0.12048884,0.1618976,0.1600503,0.088244125,0.12622339,0.19539979,0.17138018,0.1698997,0.15641713,0.11092017720332546,0.1712888503467109
103,2018-06-21,2018-06-18,0.14906451,0.13865197,0.16859365,0.18945117,0.1139004,0.15404093,0.19790505,0.1906944,0.18113281,0.17286551,0.09986428648229843,0.24341537552674405
103,2018-06-22,2018-06-18,0.15598986,0.13452071,0.07124165,0.10177077,0.04411371,0.12780844,0.05849733,0.09831151,0.1294651,0.17340523,0.012119122029703342,0.29623796452720635
103,2018-06-23,2018-06-18,0.108747795,0.11416678,0.122005306,0.13699923,-0.071101084,0.112059504,0.108578876,0.11915766,0.12020895,0.16560046,-0.14512021266934713,-0.3413184003853498
103,2018-06-24,2018-06-18,-0.27721483,-0.24740088,-0.22311118,-0.22884281,-0.3313174,-0.27500495,-0.24257295,-0.28501946,-0.22492564,-0.2564117,-0.5417283559950771,-0.6870343483285746
103,2018-06-25,2018-06-18,-0.39954907,-0.4416321,-0.3777537,-0.40736428,-0.4485418,-0.4285187,-0.39639175,-0.41916275,-0.42060986,-0.4413847,-0.7784648096881787,-0.5382185494169732
103,2018-06-26,2018-06-18,0.064604305,0.038129397,0.0654347,0.07015203,0.031246193,0.05652478,0.05238306,0.07574481,0.0972916,0.0705486,-0.6078882099923337,-0.4753930116689151
103,2018-06-27,2018-06-18,0.1579313,0.08303193,0.17834887,0.16374926,0.006194383,0.11559719,0.2021512,0.1710613,0.17442754,0.13727754,-0.005254420531910507,-0.02806816328958525
103,2018-06-28,2018-06-18,0.16112475,0.13147675,0.18731585,0.16771182,0.045121238,0.16529217,0.17579117,0.19642551,0.17925459,0.17648496,0.021595599790583564,0.14373686870859598
103,2018-06-29,2018-06-18,0.15869969,0.097562954,0.076713815,0.105475046,-0.025807977,0.14502427,0.087768435,0.13850911,0.11717647,0.18449125,0.08740447313002993,0.14145549443282848
103,2018-06-30,2018-06-18,0.119587615,0.09316501,0.119789355,0.13242517,-0.052047625,0.11534606,0.087926894,0.13215835,0.14161384,0.16981477,-0.024909337369291833,-0.18495651733082533
103,2018-07-01,2018-06-18,-0.28611594,-0.26371658,-0.21836796,-0.21853285,-0.34352863,-0.2528603,-0.22673622,-0.28451705,-0.20637381,-0.25277662,-0.2714732494810841,-0.7616177381132805
103,2018-07-02,2018-06-18,-0.41187048,-0.454675,-0.38400915,-0.39223874,-0.47269917,-0.4084856,-0.40610543,-0.4333101,-0.41832826,-0.4555413,-0.47118124377519066,-0.5941999643377289
104,2018-06-19,2018-06-18,0.08555916,0.078199156,0.15785232,0.19810443,0.096228085,0.09615088,0.17296557,0.08813107,0.14410254,0.123243086,0.019551969867854707,-0.41465597512159347
104,2018-06-20,2018-06-18,0.15823953,0.12958778,0.18399328,0.1507732,0.074303746,0.1482881,0.21678072,0.15139686,0.17948207,0.15173614,-0.20919643500143748,0.20163639018424825
104,2018-06-21,2018-06-18,0.15884718,0.13770446,0.16782764,0.18807657,0.09396603,0.16047913,0.19211164,0.15314744,0.17595224,0.16573359,-0.04341422000943914,-0.006583311683953569
104,2018-06-22,2018-06-18,0.14594163,0.13012962,0.09125548,0.10189193,0.012753829,0.10931281,0.07521261,0.044566125,0.122325376,0.15631041,0.06526714881986255,0.007562517274780943
104,2018-06-23,2018-06-18,0.0876219,-0.013216881,0.021157213,0.025057085,-0.17929614,0.04525157,0.0028779134,0.016100481,0.018087585,0.055528328,-0.12492524663141541,-0.3432367898909095
104,2018-06-24,2018-06-18,-0.2872945,-0.25659463,-0.24782991,-0.23836717,-0.38166595,-0.3016446,-0.27371728,-0.30993193,-0.2374337,-0.2640093,-0.4405324915095225,-0.6016569335516936
104,2018-06-25,2018-06-18,-0.40179235,-0.4138603,-0.34722507,-0.36012205,-0.41955197,-0.38652828,-0.35877174,-0.39239353,-0.385096,-0.39220926,-0.5914788371057748,-0.42259144014722505
104,2018-06-26,2018-06-18,0.070174925,0.043781485,0.18205693,0.18722779,0.04499246,0.07929596,0.18421724,0.0717334,0.12955493,0.09925175,-0.3923159159733481,-0.4951319410880526
104,2018-06-27,2018-06-18,0.15789625,0.101119444,0.1931172,0.1598198,0.043314695,0.13788867,0.20245917,0.15082626,0.18233646,0.14559829,-0.16192866506615386,-0.17667827940727335
104,2018-06-28,2018-06-18,0.15920357,0.124694414,0.19318983,0.17889893,0.04685457,0.17138556,0.18095595,0.16403018,0.17297502,0.17631456,-0.13251569143854122,-0.14139996206506353
104,2018-06-29,2018-06-18,0.15680869,0.08708619,0.100677304,0.11827122,0.0127277225,0.12785664,0.10215466,0.08510116,0.11496782,0.17045441,-0.29907420192217743,-0.09973877068049787
104,2018-06-30,2018-06-18,0.116093084,-0.037539028,0.021525525,0.023979917,-0.13593791,0.04997556,-0.010864806,0.03864163,0.025990104,0.060914688,-0.3804989734895272,-0.28139191572375927
104,2018-07-01,2018-06-18,-0.29128224,-0.28498614,-0.24835846,-0.241884,-0.32741916,-0.27568343,-0.2672018,-0.30371094,-0.2334277,-0.26628172,-0.2825132314339029,-0.5896674809586198
104,2018-07-02,2018-06-18,-0.41409212,-0.42813468,-0.34878612,-0.34612513,-0.38932395,-0.36548713,-0.3748527,-0.3987133,-0.3882215,-0.4039294,-0.624600778082324,-0.4054266842765655
105,2018-06-19,2018-06-18,0.09569023,0.091524765,0.23181891,0.27716166,-0.027089208,0.18221967,0.2514187,0.116584584,0.21610188,0.17481188,-0.08504356142907173,-0.3922591737528765
105,2018-06-20,2018-06-18,0.17478961,0.13136758,0.2648364,0.2561536,0.12590162,0.1677736,0.30851883,0.17604476,0.25452507,0.22714551,-0.223225406859015,-0.1802934372726049
105,2018-06-21,2018-06-18,0.18187429,0.15499705,0.19737685,0.23864514,0.17126217,0.15903793,0.2122615,0.16543472,0.23575726,0.23074318,-0.13423282212929052,-0.21131917237857334
105,2018-06-22,2018-06-18,0.18707754,0.10617607,0.020495493,0.06469184,0.1507265,0.08703686,0.0012604687,0.030077487,0.082276784,0.17595817,-0.078091015747062,-0.21540379296675408
105,2018-06-23,2018-06-18,0.12931822,-0.03520806,-0.14174238,-0.091020234,0.02884358,-0.01569212,-0.16914788,-0.05376017,-0.062372267,-0.0003941413,-0.27415280397973624,-0.43440898195006045
105,2018-06-24,2018-06-18,-0.27508485,-0.3132544,-0.32486418,-0.29285303,-0.25927097,-0.3420439,-0.33596012,-0.33579838,-0.2927897,-0.31778115,-0.43944957756951747,-0.5491259857032209
105,2018-06-25,2018-06-18,-0.3967983,-0.4143792,-0.32420063,-0.34384763,-0.40264505,-0.30599976,-0.33042812,-0.36334127,-0.3490734,-0.36948726,-0.5038475319491326,-0.49646045216199725
105,2018-06-26,2018-06-18,0.09091495,0.06648439,0.2698522,0.28076997,0.15767899,0.15714748,0.27066773,0.098406374,0.23503834,0.16035329,-0.3859149758180426,-0.5097571957788408
105,2018-06-27,2018-06-18,0.1861118,0.10671803,0.2811317,0.2663571,0.17622903,0.15189558,0.30450428,0.18050152,0.2432966,0.21453752,-0.22809218883642182,-0.28744954759657987
105,2018-06-28,2018-06-18,0.19087368,0.14561428,0.23023549,0.21266785,0.16776988,0.16927812,0.19840547,0.18106836,0.22454643,0.22562546,-0.19958675154018193,-0.2899698454063084
105,2018-06-29,2018-06-18,0.18611717,0.06766133,0.04327996,0.08126205,0.092145376,0.10950058,0.03576477,0.067786306,0.0927743,0.1880592,-0.31725858720819655,-0.2947497205626901
105,2018-06-30,2018-06-18,0.14267677,-0.060612217,-0.13267775,-0.09318126,0.016035764,-0.011662439,-0.16674896,-0.028282732,-0.044808358,0.0038172342,-0.3949532852046553,-0.40407850141229296
105,2018-07-01,2018-06-18,-0.28077686,-0.34665808,-0.32019955,-0.29015318,-0.26680169,-0.30837607,-0.3369116,-0.32834518,-0.28234953,-0.3272453,-0.65211056861799,-0.5635525179933911
105,2018-07-02,2018-06-18,-0.40991575,-0.4177449,-0.33070794,-0.3325504,-0.40536496,-0.27955663,-0.357309,-0.37807074,-0.3477475,-0.39204928,-0.8379173519697,-0.47629806968416905
106,2018-06-19,2018-06-18,0.07229017,0.20619667,0.1360771,0.1766344,0.17889072,0.19119798,0.15177743,0.15653777,0.15193772,0.14513361,0.304202817677006,-0.0529379963408613
106,2018-06-20,2018-06-18,0.13121164,0.25679815,0.28074375,0.27028665,0.2032157,0.23005526,0.33182847,0.22129849,0.22603817,0.26589608,0.2887209460946483,0.3649763756897395
106,2018-06-21,2018-06-18,0.15176943,0.2723945,0.36944944,0.3610227,0.14511499,0.16481322,0.42408872,0.22199257,0.26813045,0.3040392,0.3482444150976262,0.2566994353062935
106,2018-06-22,2018-06-18,0.16832048,0.29735786,0.23901704,0.252418,0.18537769,0.24735397,0.24640384,0.22383949,0.2472106,0.26878357,0.7696205720783195,1.0596412223416174
106,2018-06-23,2018-06-18,0.17545006,0.3552947,0.27172905,0.33343694,0.24479839,0.2986025,0.27248046,0.22922698,0.3193031,0.29345843,0.3996903858837218,0.2297744412500192
106,2018-06-24,2018-06-18,0.09682204,0.11300139,0.13011271,0.13047369,0.0776505,0.111909814,0.12085867,0.10698963,0.15959477,0.11913074,0.10476554027445978,-0.15688770553669182
106,2018-06-25,2018-06-18,-0.028158896,-0.02221866,-0.007508955,-0.0160819,-0.0912292,0.009591341,-0.011204481,-0.06230606,-0.0154198855,-0.022918373,-0.13909797732093915,0.14909561977425428
106,2018-06-26,2018-06-18,0.030077115,0.19421978,0.13690084,0.15675512,0.14466749,0.17824768,0.14599971,0.12500234,0.15847817,0.1298335,0.179482398780621,-0.018320146839937188
106,2018-06-27,2018-06-18,0.118927315,0.23312055,0.268962,0.25467426,0.1798733,0.2392519,0.3021791,0.1998221,0.23252784,0.25479904,0.40084431420041927,0.17294347165266868
106,2018-06-28,2018-06-18,0.13675022,0.26236004,0.36290923,0.34564883,0.16832349,0.19096823,0.3967172,0.20417002,0.2770585,0.292366,0.2757392525318017,0.4137298470702077
106,2018-06-29,2018-06-18,0.15463194,0.2585409,0.23471642,0.2471925,0.19124791,0.26981673,0.24577624,0.22595468,0.2457134,0.27096242,0.4824847426067653,0.5632597247755883
106,2018-06-30,2018-06-18,0.16576841,0.33158684,0.24868956,0.31463015,0.28697762,0.31836498,0.25304207,0.22164086,0.3473509,0.29891393,0.35180236074077675,0.13044044532097845
106,2018-07-01,2018-06-18,0.105378285,0.098954104,0.11758747,0.1359551,0.083732665,0.15069437,0.12357578,0.09000403,0.1597332,0.11332415,0.007547079592697798,-0.2865123197790411
